Home Team,Home Score,Away Team,Away Score,Match Date
Genoa,1,Torino,2, Sunday 20th May 2018.
AC Milan,5,Fiorentina,1, Sunday 20th May 2018.
Cagliari,1,Atalanta,0, Sunday 20th May 2018.
Chievo,1,Benevento,0, Sunday 20th May 2018.
Napoli,2,Crotone,1, Sunday 20th May 2018.
Spal,3,Sampdoria,1, Sunday 20th May 2018.
Udinese,1,Bologna,0, Sunday 20th May 2018.
Lazio,2,Inter Milan,3, Sunday 20th May 2018.
Sassuolo,0,Roma,1, Sunday 20th May 2018.
Juventus,2,Verona,1, Saturday 19th May 2018.
Bologna,1,Chievo,2, Sunday 13th May 2018.
Crotone,2,Lazio,2, Sunday 13th May 2018.
Fiorentina,0,Cagliari,1, Sunday 13th May 2018.
Torino,2,Spal,1, Sunday 13th May 2018.
Verona,0,Udinese,1, Sunday 13th May 2018.
Atalanta,1,AC Milan,1, Sunday 13th May 2018.
Roma,0,Juventus,0, Sunday 13th May 2018.
Sampdoria,0,Napoli,2, Sunday 13th May 2018.
Benevento,1,Genoa,0, Saturday 12th May 2018.
Inter Milan,1,Sassuolo,2, Saturday 12th May 2018.
Udinese,0,Inter Milan,4, Sunday 6th May 2018.
Chievo,2,Crotone,1, Sunday 6th May 2018.
Genoa,2,Fiorentina,3, Sunday 6th May 2018.
Lazio,1,Atalanta,1, Sunday 6th May 2018.
Napoli,2,Torino,2, Sunday 6th May 2018.
Spal,2,Benevento,0, Sunday 6th May 2018.
Sassuolo,1,Sampdoria,0, Sunday 6th May 2018.
Cagliari,0,Roma,1, Sunday 6th May 2018.
AC Milan,4,Verona,1, Saturday 5th May 2018.
Juventus,3,Bologna,1, Saturday 5th May 2018.
Crotone,4,Sassuolo,1, Sunday 29th April 2018.
Atalanta,3,Genoa,1, Sunday 29th April 2018.
Benevento,3,Udinese,3, Sunday 29th April 2018.
Bologna,1,AC Milan,2, Sunday 29th April 2018.
Sampdoria,4,Cagliari,1, Sunday 29th April 2018.
Verona,1,Spal,3, Sunday 29th April 2018.
Fiorentina,3,Napoli,0, Sunday 29th April 2018.
Torino,0,Lazio,1, Sunday 29th April 2018.
Roma,4,Chievo,1, Saturday 28th April 2018.
Inter Milan,2,Juventus,3, Saturday 28th April 2018.
Genoa,3,Verona,1, Monday 23rd April 2018.
Cagliari,0,Bologna,0, Sunday 22nd April 2018.
Atalanta,2,Torino,1, Sunday 22nd April 2018.
Chievo,1,Inter Milan,2, Sunday 22nd April 2018.
Lazio,4,Sampdoria,0, Sunday 22nd April 2018.
Udinese,1,Crotone,2, Sunday 22nd April 2018.
Juventus,0,Napoli,1, Sunday 22nd April 2018.
Spal,0,Roma,3, Saturday 21st April 2018.
Sassuolo,1,Fiorentina,0, Saturday 21st April 2018.
AC Milan,0,Benevento,1, Saturday 21st April 2018.
Benevento,0,Atalanta,3, Wednesday 18th April 2018.
Crotone,1,Juventus,1, Wednesday 18th April 2018.
Fiorentina,3,Lazio,4, Wednesday 18th April 2018.
Napoli,4,Udinese,2, Wednesday 18th April 2018.
Roma,2,Genoa,1, Wednesday 18th April 2018.
Sampdoria,1,Bologna,0, Wednesday 18th April 2018.
Spal,0,Chievo,0, Wednesday 18th April 2018.
Torino,1,AC Milan,1, Wednesday 18th April 2018.
Verona,0,Sassuolo,1, Wednesday 18th April 2018.
Inter Milan,4,Cagliari,0, Tuesday 17th April 2018.
Fiorentina,0,Spal,0, Sunday 15th April 2018.
AC Milan,0,Napoli,0, Sunday 15th April 2018.
Bologna,2,Verona,0, Sunday 15th April 2018.
Sassuolo,2,Benevento,2, Sunday 15th April 2018.
Juventus,3,Sampdoria,0, Sunday 15th April 2018.
Lazio,0,Roma,0, Sunday 15th April 2018.
Cagliari,2,Udinese,1, Saturday 14th April 2018.
Chievo,0,Torino,0, Saturday 14th April 2018.
Genoa,1,Crotone,0, Saturday 14th April 2018.
Atalanta,0,Inter Milan,0, Saturday 14th April 2018.
Torino,1,Inter Milan,0,https://www.skysports.com/football/torino-vs-inter/383288
Crotone,1,Bologna,0, Sunday 8th April 2018.
Napoli,2,Chievo,1, Sunday 8th April 2018.
Verona,1,Cagliari,0, Sunday 8th April 2018.
Udinese,1,Lazio,2, Sunday 8th April 2018.
AC Milan,1,Sassuolo,1, Sunday 8th April 2018.
Benevento,2,Juventus,4, Saturday 7th April 2018.
Roma,0,Fiorentina,2, Saturday 7th April 2018.
Spal,1,Atalanta,1, Saturday 7th April 2018.
Sampdoria,0,Genoa,0, Saturday 7th April 2018.
Benevento,3,Verona,0, Wednesday 4th April 2018.
AC Milan,0,Inter Milan,0, Wednesday 4th April 2018.
Chievo,1,Sassuolo,1, Wednesday 4th April 2018.
Torino,4,Crotone,1, Wednesday 4th April 2018.
Atalanta,1,Sampdoria,2, Tuesday 3rd April 2018.
Genoa,2,Cagliari,1, Tuesday 3rd April 2018.
Udinese,0,Fiorentina,2, Tuesday 3rd April 2018.
Bologna,1,Roma,1, Saturday 31st March 2018.
Atalanta,2,Udinese,0, Saturday 31st March 2018.
Cagliari,0,Torino,4, Saturday 31st March 2018.
Fiorentina,2,Crotone,0, Saturday 31st March 2018.
Genoa,1,Spal,1, Saturday 31st March 2018.
Inter Milan,3,Verona,0, Saturday 31st March 2018.
Lazio,6,Benevento,2, Saturday 31st March 2018.
Chievo,2,Sampdoria,1, Saturday 31st March 2018.
Sassuolo,1,Napoli,1, Saturday 31st March 2018.
Juventus,3,AC Milan,1, Saturday 31st March 2018.
Sampdoria,0,Inter Milan,5, Sunday 18th March 2018.
AC Milan,3,Chievo,2, Sunday 18th March 2018.
Benevento,1,Cagliari,2, Sunday 18th March 2018.
Crotone,0,Roma,2, Sunday 18th March 2018.
Torino,1,Fiorentina,2, Sunday 18th March 2018.
Verona,0,Atalanta,5, Sunday 18th March 2018.
Lazio,1,Bologna,1, Sunday 18th March 2018.
Napoli,1,Genoa,0, Sunday 18th March 2018.
Udinese,1,Sassuolo,2, Saturday 17th March 2018.
Spal,0,Juventus,0, Saturday 17th March 2018.
Juventus,2,Atalanta,0, Wednesday 14th March 2018.
Fiorentina,1,Benevento,0, Sunday 11th March 2018.
Bologna,0,Atalanta,1, Sunday 11th March 2018.
Cagliari,2,Lazio,2, Sunday 11th March 2018.
Crotone,4,Sampdoria,1, Sunday 11th March 2018.
Juventus,2,Udinese,0, Sunday 11th March 2018.
Sassuolo,1,Spal,1, Sunday 11th March 2018.
Genoa,0,AC Milan,1, Sunday 11th March 2018.
Inter Milan,0,Napoli,0, Sunday 11th March 2018.
Verona,1,Chievo,0, Saturday 10th March 2018.
Roma,3,Torino,0, Friday 9th March 2018.
Spal,1,Bologna,0, Saturday 3rd March 2018.
Lazio,0,Juventus,1, Saturday 3rd March 2018.
Napoli,2,Roma,4, Saturday 3rd March 2018.
Cagliari,0,Napoli,5, Monday 26th February 2018.
Crotone,2,Spal,3, Sunday 25th February 2018.
Fiorentina,1,Chievo,0, Sunday 25th February 2018.
Sampdoria,2,Udinese,1, Sunday 25th February 2018.
Sassuolo,0,Lazio,3, Sunday 25th February 2018.
