Home Team,Home Score,Away Team,Away Score,Match Date
Kaiserslautern,1,Hoffenheim,2, Monday 27th May 2013.
Hoffenheim,3,Kaiserslautern,1, Thursday 23rd May 2013.
Borussia Dortmund,1,Hoffenheim,2, Saturday 18th May 2013.
Eintracht Frankfurt,2,Wolfsburg,2, Saturday 18th May 2013.
FC Augsburg,3,Greuther Furth,1, Saturday 18th May 2013.
FC Nurnberg,3,Werder Bremen,2, Saturday 18th May 2013.
Hamburg,0,Bayer Leverkusen,1, Saturday 18th May 2013.
Hannover 96,3,Fortuna Dusseldorf,0, Saturday 18th May 2013.
M'gladbach,3,Bayern Munich,4, Saturday 18th May 2013.
SC Freiburg,1,Schalke,2, Saturday 18th May 2013.
Stuttgart,2,Mainz,2, Saturday 18th May 2013.
Bayer Leverkusen,3,Hannover 96,1, Saturday 11th May 2013.
Bayern Munich,3,FC Augsburg,0, Saturday 11th May 2013.
Fortuna Dusseldorf,1,FC Nurnberg,2, Saturday 11th May 2013.
Greuther Furth,1,SC Freiburg,2, Saturday 11th May 2013.
Hoffenheim,1,Hamburg,4, Saturday 11th May 2013.
Mainz,2,M'gladbach,4, Saturday 11th May 2013.
Schalke,1,Stuttgart,2, Saturday 11th May 2013.
Werder Bremen,1,Eintracht Frankfurt,1, Saturday 11th May 2013.
Wolfsburg,3,Borussia Dortmund,3, Saturday 11th May 2013.
SC Freiburg,2,FC Augsburg,0, Sunday 5th May 2013.
Hamburg,1,Wolfsburg,1, Sunday 5th May 2013.
Eintracht Frankfurt,3,Fortuna Dusseldorf,1, Saturday 4th May 2013.
FC Nurnberg,0,Bayer Leverkusen,2, Saturday 4th May 2013.
Hannover 96,2,Mainz,2, Saturday 4th May 2013.
Stuttgart,0,Greuther Furth,2, Saturday 4th May 2013.
Werder Bremen,2,Hoffenheim,2, Saturday 4th May 2013.
Borussia Dortmund,1,Bayern Munich,1, Saturday 4th May 2013.
M'gladbach,0,Schalke,1, Friday 3rd May 2013.
Mainz,0,Eintracht Frankfurt,0, Sunday 28th April 2013.
Schalke,4,Hamburg,1, Sunday 28th April 2013.
Bayer Leverkusen,1,Werder Bremen,0, Saturday 27th April 2013.
Bayern Munich,1,SC Freiburg,0, Saturday 27th April 2013.
FC Augsburg,3,Stuttgart,0, Saturday 27th April 2013.
Hoffenheim,2,FC Nurnberg,1, Saturday 27th April 2013.
Wolfsburg,3,M'gladbach,1, Saturday 27th April 2013.
Fortuna Dusseldorf,1,Borussia Dortmund,2, Saturday 27th April 2013.
Greuther Furth,2,Hannover 96,3, Friday 26th April 2013.
Stuttgart,2,SC Freiburg,1, Sunday 21st April 2013.
FC Nurnberg,0,Greuther Furth,1, Sunday 21st April 2013.
Bayer Leverkusen,5,Hoffenheim,0, Saturday 20th April 2013.
Borussia Dortmund,2,Mainz,0, Saturday 20th April 2013.
Eintracht Frankfurt,1,Schalke,0, Saturday 20th April 2013.
Hamburg,2,Fortuna Dusseldorf,1, Saturday 20th April 2013.
Hannover 96,1,Bayern Munich,6, Saturday 20th April 2013.
Werder Bremen,0,Wolfsburg,3, Saturday 20th April 2013.
M'gladbach,1,FC Augsburg,0, Friday 19th April 2013.
Stuttgart,2,M'gladbach,0,https://www.skysports.com/football/stuttgart-vs-mgladbach/284519
FC Augsburg,2,Eintracht Frankfurt,0, Sunday 14th April 2013.
Bayern Munich,4,FC Nurnberg,0, Saturday 13th April 2013.
Fortuna Dusseldorf,2,Werder Bremen,2, Saturday 13th April 2013.
Greuther Furth,1,Borussia Dortmund,6, Saturday 13th April 2013.
Mainz,1,Hamburg,2, Saturday 13th April 2013.
Wolfsburg,2,Hoffenheim,2, Saturday 13th April 2013.
Schalke,2,Bayer Leverkusen,2, Saturday 13th April 2013.
SC Freiburg,3,Hannover 96,1, Friday 12th April 2013.
FC Nurnberg,2,Mainz,1, Sunday 7th April 2013.
Hannover 96,0,Stuttgart,0, Sunday 7th April 2013.
Bayer Leverkusen,1,Wolfsburg,1, Saturday 6th April 2013.
Borussia Dortmund,4,FC Augsburg,2, Saturday 6th April 2013.
Eintracht Frankfurt,0,Bayern Munich,1, Saturday 6th April 2013.
M'gladbach,1,Greuther Furth,0, Saturday 6th April 2013.
Werder Bremen,0,Schalke,2, Saturday 6th April 2013.
Hamburg,0,SC Freiburg,1, Saturday 6th April 2013.
