Home Team,Home Score,Away Team,Away Score,Match Date
Bayer Leverkusen,3,FC Ingolstadt 04,2, Saturday 14th May 2016.
Bayern Munich,3,Hannover 96,1, Saturday 14th May 2016.
Borussia Dortmund,2,Cologne,2, Saturday 14th May 2016.
FC Augsburg,1,Hamburg,3, Saturday 14th May 2016.
Hoffenheim,1,Schalke,4, Saturday 14th May 2016.
Mainz,0,Hertha Berlin,0, Saturday 14th May 2016.
SV Darmstadt 98,0,M'gladbach,2, Saturday 14th May 2016.
Werder Bremen,1,Eintracht Frankfurt,0, Saturday 14th May 2016.
Wolfsburg,3,Stuttgart,1, Saturday 14th May 2016.
Cologne,0,Werder Bremen,0, Saturday 7th May 2016.
Eintracht Frankfurt,1,Borussia Dortmund,0, Saturday 7th May 2016.
FC Ingolstadt 04,1,Bayern Munich,2, Saturday 7th May 2016.
Hamburg,0,Wolfsburg,1, Saturday 7th May 2016.
Hannover 96,1,Hoffenheim,0, Saturday 7th May 2016.
Hertha Berlin,1,SV Darmstadt 98,2, Saturday 7th May 2016.
M'gladbach,2,Bayer Leverkusen,1, Saturday 7th May 2016.
Schalke,1,FC Augsburg,1, Saturday 7th May 2016.
Stuttgart,1,Mainz,3, Saturday 7th May 2016.
Werder Bremen,6,Stuttgart,2, Monday 2nd May 2016.
Bayern Munich,1,M'gladbach,1, Saturday 30th April 2016.
Borussia Dortmund,5,Wolfsburg,1, Saturday 30th April 2016.
Hannover 96,1,Schalke,3, Saturday 30th April 2016.
Hoffenheim,2,FC Ingolstadt 04,1, Saturday 30th April 2016.
Mainz,0,Hamburg,0, Saturday 30th April 2016.
SV Darmstadt 98,1,Eintracht Frankfurt,2, Saturday 30th April 2016.
Bayer Leverkusen,2,Hertha Berlin,1, Saturday 30th April 2016.
FC Augsburg,0,Cologne,0, Friday 29th April 2016.
M'gladbach,3,Hoffenheim,1, Sunday 24th April 2016.
Eintracht Frankfurt,2,Mainz,1, Sunday 24th April 2016.
Cologne,4,SV Darmstadt 98,1, Saturday 23rd April 2016.
FC Ingolstadt 04,2,Hannover 96,2, Saturday 23rd April 2016.
Hertha Berlin,0,Bayern Munich,2, Saturday 23rd April 2016.
Stuttgart,0,Borussia Dortmund,3, Saturday 23rd April 2016.
Wolfsburg,0,FC Augsburg,2, Saturday 23rd April 2016.
Schalke,2,Bayer Leverkusen,3, Saturday 23rd April 2016.
Hamburg,2,Werder Bremen,1, Friday 22nd April 2016.
Borussia Dortmund,3,Hamburg,0, Sunday 17th April 2016.
Mainz,2,Cologne,3, Sunday 17th April 2016.
Bayer Leverkusen,3,Eintracht Frankfurt,0, Saturday 16th April 2016.
FC Augsburg,1,Stuttgart,0, Saturday 16th April 2016.
Hoffenheim,2,Hertha Berlin,1, Saturday 16th April 2016.
SV Darmstadt 98,2,FC Ingolstadt 04,0, Saturday 16th April 2016.
Werder Bremen,3,Wolfsburg,2, Saturday 16th April 2016.
Bayern Munich,3,Schalke,0, Saturday 16th April 2016.
Hannover 96,2,M'gladbach,0, Friday 15th April 2016.
Schalke,2,Borussia Dortmund,2, Sunday 10th April 2016.
Cologne,0,Bayer Leverkusen,2, Sunday 10th April 2016.
Eintracht Frankfurt,0,Hoffenheim,2, Saturday 9th April 2016.
FC Ingolstadt 04,1,M'gladbach,0, Saturday 9th April 2016.
Hamburg,1,SV Darmstadt 98,2, Saturday 9th April 2016.
Stuttgart,1,Bayern Munich,3, Saturday 9th April 2016.
Werder Bremen,1,FC Augsburg,2, Saturday 9th April 2016.
Wolfsburg,1,Mainz,1, Saturday 9th April 2016.
Hertha Berlin,2,Hannover 96,2, Friday 8th April 2016.
M'gladbach,5,Hertha Berlin,0, Sunday 3rd April 2016.
Hoffenheim,1,Cologne,1, Sunday 3rd April 2016.
Bayern Munich,1,Eintracht Frankfurt,0, Saturday 2nd April 2016.
FC Ingolstadt 04,3,Schalke,0, Saturday 2nd April 2016.
Hannover 96,0,Hamburg,3, Saturday 2nd April 2016.
Mainz,4,FC Augsburg,2, Saturday 2nd April 2016.
SV Darmstadt 98,2,Stuttgart,2, Saturday 2nd April 2016.
Stuttgart,0,Bayer Leverkusen,2, Sunday 20th March 2016.
FC Augsburg,1,Borussia Dortmund,3, Sunday 20th March 2016.
Cologne,0,Bayern Munich,1, Saturday 19th March 2016.
Hamburg,1,Hoffenheim,3, Saturday 19th March 2016.
Hertha Berlin,2,FC Ingolstadt 04,1, Saturday 19th March 2016.
Werder Bremen,1,Mainz,1, Saturday 19th March 2016.
Wolfsburg,1,SV Darmstadt 98,1, Saturday 19th March 2016.
Eintracht Frankfurt,1,Hannover 96,0,https://www.skysports.com/football/frankfurt-vs-hannover/344285
Schalke,2,M'gladbach,1,https://www.skysports.com/football/schalke-vs-mgladbach/344287
Bayer Leverkusen,1,Hamburg,0, Sunday 13th March 2016.
Borussia Dortmund,2,Mainz,0, Sunday 13th March 2016.
FC Ingolstadt 04,3,Stuttgart,3, Saturday 12th March 2016.
Hannover 96,0,Cologne,2, Saturday 12th March 2016.
Hoffenheim,1,Wolfsburg,0, Saturday 12th March 2016.
M'gladbach,3,Eintracht Frankfurt,0, Saturday 12th March 2016.
SV Darmstadt 98,2,FC Augsburg,2, Saturday 12th March 2016.
Bayern Munich,5,Werder Bremen,0, Saturday 12th March 2016.
Hertha Berlin,2,Schalke,0, Friday 11th March 2016.
Mainz,0,SV Darmstadt 98,0, Sunday 6th March 2016.
Hamburg,2,Hertha Berlin,0, Sunday 6th March 2016.
Cologne,1,Schalke,3, Saturday 5th March 2016.
Eintracht Frankfurt,1,FC Ingolstadt 04,1, Saturday 5th March 2016.
FC Augsburg,3,Bayer Leverkusen,3, Saturday 5th March 2016.
Stuttgart,5,Hoffenheim,1, Saturday 5th March 2016.
Werder Bremen,4,Hannover 96,1, Saturday 5th March 2016.
Wolfsburg,2,M'gladbach,1, Saturday 5th March 2016.
Borussia Dortmund,0,Bayern Munich,0, Saturday 5th March 2016.
Bayer Leverkusen,1,Werder Bremen,4, Wednesday 2nd March 2016.
Bayern Munich,1,Mainz,2, Wednesday 2nd March 2016.
Hertha Berlin,2,Eintracht Frankfurt,0, Wednesday 2nd March 2016.
Hoffenheim,2,FC Augsburg,1, Wednesday 2nd March 2016.
M'gladbach,4,Stuttgart,0, Wednesday 2nd March 2016.
SV Darmstadt 98,0,Borussia Dortmund,2, Wednesday 2nd March 2016.
Schalke,3,Hamburg,2, Wednesday 2nd March 2016.
FC Ingolstadt 04,1,Cologne,1, Tuesday 1st March 2016.
Hannover 96,0,Wolfsburg,4, Tuesday 1st March 2016.
FC Augsburg,2,M'gladbach,2, Sunday 28th February 2016.
Borussia Dortmund,3,Hoffenheim,1, Sunday 28th February 2016.
Mainz,3,Bayer Leverkusen,1, Sunday 28th February 2016.
Eintracht Frankfurt,0,Schalke,0, Sunday 28th February 2016.
Hamburg,1,FC Ingolstadt 04,1, Saturday 27th February 2016.
Stuttgart,1,Hannover 96,2, Saturday 27th February 2016.
Werder Bremen,2,SV Darmstadt 98,2, Saturday 27th February 2016.
Wolfsburg,0,Bayern Munich,2, Saturday 27th February 2016.
Cologne,0,Hertha Berlin,1, Friday 26th February 2016.
Hannover 96,0,FC Augsburg,1, Sunday 21st February 2016.
Schalke,1,Stuttgart,1, Sunday 21st February 2016.
Bayern Munich,3,SV Darmstadt 98,1, Saturday 20th February 2016.
FC Ingolstadt 04,2,Werder Bremen,0, Saturday 20th February 2016.
