Home Team,Home Score,Away Team,Away Score,Match Date
Real Madrid,4,Osasuna,2, Saturday 1st June 2013.
Barcelona,4,Malaga,1, Saturday 1st June 2013.
Celta Vigo,1,Espanyol,0, Saturday 1st June 2013.
Deportivo La Coruna,0,Real Sociedad,1, Saturday 1st June 2013.
Granada,2,Getafe,0, Saturday 1st June 2013.
Levante,1,Real Betis,1, Saturday 1st June 2013.
Rayo Vallecano,2,Athletic Bilbao,2, Saturday 1st June 2013.
Real Mallorca,4,Real Valladolid,2, Saturday 1st June 2013.
Real Zaragoza,1,Atletico Madrid,3, Saturday 1st June 2013.
Sevilla,4,Valencia,3, Saturday 1st June 2013.
Athletic Bilbao,0,Levante,1, Sunday 26th May 2013.
Atletico Madrid,0,Real Mallorca,0, Sunday 26th May 2013.
Espanyol,0,Barcelona,2, Sunday 26th May 2013.
Getafe,1,Rayo Vallecano,2, Sunday 26th May 2013.
Malaga,3,Deportivo La Coruna,1, Sunday 26th May 2013.
Osasuna,2,Sevilla,1, Sunday 26th May 2013.
Real Betis,4,Real Zaragoza,0, Sunday 26th May 2013.
Real Sociedad,3,Real Madrid,3, Sunday 26th May 2013.
Real Valladolid,0,Celta Vigo,2, Sunday 26th May 2013.
Valencia,1,Granada,0, Sunday 26th May 2013.
Real Mallorca,1,Real Betis,0, Monday 20th May 2013.
Levante,2,Rayo Vallecano,3, Sunday 19th May 2013.
Deportivo La Coruna,2,Espanyol,0, Sunday 19th May 2013.
Real Zaragoza,1,Athletic Bilbao,2, Sunday 19th May 2013.
Barcelona,2,Real Valladolid,1, Sunday 19th May 2013.
Getafe,0,Valencia,1, Saturday 18th May 2013.
Granada,3,Osasuna,0, Saturday 18th May 2013.
Sevilla,1,Real Sociedad,2, Saturday 18th May 2013.
Real Sociedad,2,Granada,2, Monday 13th May 2013.
Rayo Vallecano,0,Valencia,4, Sunday 12th May 2013.
Real Betis,1,Celta Vigo,0, Sunday 12th May 2013.
Atletico Madrid,1,Barcelona,2,https://www.skysports.com/football/a-madrid-vs-barcelona/268534
