Home Team,Home Score,Away Team,Away Score,Match Date
AFC Wimbledon,2,Plymouth Argyle,0, Monday 30th May 2016.
Accrington Stanley,2,AFC Wimbledon,2, Wednesday 18th May 2016.
Plymouth Argyle,1,Portsmouth,0, Sunday 15th May 2016.
AFC Wimbledon,1,Accrington Stanley,0, Saturday 14th May 2016.
Portsmouth,2,Plymouth Argyle,2, Thursday 12th May 2016.
AFC Wimbledon,1,Newport County AFC,0, Saturday 7th May 2016.
Accrington Stanley,0,Stevenage,0, Saturday 7th May 2016.
Bristol Rovers,2,Dagenham & Redbridge,1, Saturday 7th May 2016.
Crawley Town,0,Barnet,3, Saturday 7th May 2016.
Luton Town,4,Exeter City,1, Saturday 7th May 2016.
Mansfield Town,0,Cambridge United,0, Saturday 7th May 2016.
Morecambe,1,York City,1, Saturday 7th May 2016.
Notts County,0,Carlisle United,5, Saturday 7th May 2016.
Oxford United,3,Wycombe Wanderers,0, Saturday 7th May 2016.
Plymouth Argyle,5,Hartlepool United,0, Saturday 7th May 2016.
Portsmouth,1,Northampton Town,2, Saturday 7th May 2016.
Yeovil Town,0,Leyton Orient,1, Saturday 7th May 2016.
Barnet,3,Yeovil Town,4, Saturday 30th April 2016.
Cambridge United,2,Plymouth Argyle,2, Saturday 30th April 2016.
Carlisle United,0,Oxford United,2, Saturday 30th April 2016.
Dagenham & Redbridge,3,Crawley Town,0, Saturday 30th April 2016.
Exeter City,1,Morecambe,1, Saturday 30th April 2016.
Hartlepool United,0,Portsmouth,2, Saturday 30th April 2016.
Leyton Orient,1,Mansfield Town,0, Saturday 30th April 2016.
Newport County AFC,0,Notts County,1, Saturday 30th April 2016.
Northampton Town,2,Luton Town,0, Saturday 30th April 2016.
Stevenage,0,AFC Wimbledon,0, Saturday 30th April 2016.
Wycombe Wanderers,0,Accrington Stanley,1, Saturday 30th April 2016.
York City,1,Bristol Rovers,4, Saturday 30th April 2016.
AFC Wimbledon,0,Portsmouth,1, Tuesday 26th April 2016.
AFC Wimbledon,1,Leyton Orient,0, Saturday 23rd April 2016.
Accrington Stanley,3,York City,0, Saturday 23rd April 2016.
Bristol Rovers,3,Exeter City,1, Saturday 23rd April 2016.
Crawley Town,0,Carlisle United,1, Saturday 23rd April 2016.
Luton Town,1,Newport County AFC,1, Saturday 23rd April 2016.
Mansfield Town,1,Barnet,1, Saturday 23rd April 2016.
Morecambe,1,Stevenage,4, Saturday 23rd April 2016.
Notts County,1,Cambridge United,2, Saturday 23rd April 2016.
Oxford United,2,Hartlepool United,0, Saturday 23rd April 2016.
Plymouth Argyle,2,Dagenham & Redbridge,3, Saturday 23rd April 2016.
Portsmouth,2,Wycombe Wanderers,1, Saturday 23rd April 2016.
Yeovil Town,1,Northampton Town,1, Saturday 23rd April 2016.
Barnet,3,Notts County,1, Tuesday 19th April 2016.
Cambridge United,7,Morecambe,0, Tuesday 19th April 2016.
Carlisle United,1,Luton Town,2, Tuesday 19th April 2016.
Dagenham & Redbridge,0,AFC Wimbledon,2, Tuesday 19th April 2016.
Exeter City,2,Mansfield Town,3, Tuesday 19th April 2016.
Hartlepool United,1,Accrington Stanley,2, Tuesday 19th April 2016.
Leyton Orient,1,Plymouth Argyle,3, Tuesday 19th April 2016.
Newport County AFC,1,Oxford United,1, Tuesday 19th April 2016.
Northampton Town,2,Crawley Town,1, Tuesday 19th April 2016.
Stevenage,0,Bristol Rovers,0, Tuesday 19th April 2016.
Wycombe Wanderers,0,Yeovil Town,0, Tuesday 19th April 2016.
York City,3,Portsmouth,1, Tuesday 19th April 2016.
Mansfield Town,5,Notts County,0, Saturday 16th April 2016.
AFC Wimbledon,1,Crawley Town,0, Saturday 16th April 2016.
Accrington Stanley,2,Morecambe,2, Saturday 16th April 2016.
Bristol Rovers,2,Yeovil Town,1, Saturday 16th April 2016.
Cambridge United,0,Carlisle United,0, Saturday 16th April 2016.
Exeter City,0,Northampton Town,0, Saturday 16th April 2016.
Hartlepool United,2,York City,1, Saturday 16th April 2016.
Leyton Orient,3,Dagenham & Redbridge,2, Saturday 16th April 2016.
Oxford United,2,Luton Town,3, Saturday 16th April 2016.
Portsmouth,1,Plymouth Argyle,2, Saturday 16th April 2016.
Stevenage,2,Newport County AFC,1, Saturday 16th April 2016.
Wycombe Wanderers,1,Barnet,1, Saturday 16th April 2016.
Luton Town,1,Dagenham & Redbridge,0, Tuesday 12th April 2016.
Notts County,1,Hartlepool United,0, Tuesday 12th April 2016.
Barnet,3,Leyton Orient,0, Saturday 9th April 2016.
Carlisle United,1,Mansfield Town,2, Saturday 9th April 2016.
Crawley Town,1,Oxford United,5, Saturday 9th April 2016.
Dagenham & Redbridge,1,Portsmouth,4, Saturday 9th April 2016.
Luton Town,0,Accrington Stanley,2, Saturday 9th April 2016.
Morecambe,2,Hartlepool United,5, Saturday 9th April 2016.
Newport County AFC,0,Cambridge United,1, Saturday 9th April 2016.
Northampton Town,2,Bristol Rovers,2, Saturday 9th April 2016.
Notts County,1,Stevenage,0, Saturday 9th April 2016.
Plymouth Argyle,1,AFC Wimbledon,2, Saturday 9th April 2016.
Yeovil Town,0,Exeter City,2, Saturday 9th April 2016.
York City,1,Wycombe Wanderers,1, Saturday 9th April 2016.
Carlisle United,1,Hartlepool United,0, Tuesday 5th April 2016.
