Home Team,Home Score,Away Team,Away Score,Match Date
Cardiff City,1,Chelsea,2, Sunday 11th May 2014.
Fulham,2,Crystal Palace,2, Sunday 11th May 2014.
Hull City,0,Everton,2, Sunday 11th May 2014.
Liverpool,2,Newcastle United,1, Sunday 11th May 2014.
Manchester City,2,West Ham United,0, Sunday 11th May 2014.
Norwich City,0,Arsenal,2, Sunday 11th May 2014.
Southampton,1,Manchester United,1, Sunday 11th May 2014.
Sunderland,1,Swansea City,3, Sunday 11th May 2014.
Tottenham Hotspur,3,Aston Villa,0, Sunday 11th May 2014.
West Bromwich Albion,1,Stoke City,2, Sunday 11th May 2014.
Manchester City,4,Aston Villa,0, Wednesday 7th May 2014.
Sunderland,2,West Bromwich Albion,0, Wednesday 7th May 2014.
Manchester United,3,Hull City,1, Tuesday 6th May 2014.
Crystal Palace,3,Liverpool,3, Monday 5th May 2014.
Arsenal,1,West Bromwich Albion,0, Sunday 4th May 2014.
Chelsea,0,Norwich City,0, Sunday 4th May 2014.
West Ham United,2,Tottenham Hotspur,0, Saturday 3rd May 2014.
Aston Villa,3,Hull City,1, Saturday 3rd May 2014.
Manchester United,0,Sunderland,1, Saturday 3rd May 2014.
Newcastle United,3,Cardiff City,0, Saturday 3rd May 2014.
Stoke City,4,Fulham,1, Saturday 3rd May 2014.
Swansea City,0,Southampton,1, Saturday 3rd May 2014.
Everton,2,Manchester City,3, Saturday 3rd May 2014.
Arsenal,3,Newcastle United,0, Monday 28th April 2014.
Sunderland,4,Cardiff City,0, Sunday 27th April 2014.
Liverpool,0,Chelsea,2, Sunday 27th April 2014.
Crystal Palace,0,Manchester City,2, Sunday 27th April 2014.
Southampton,2,Everton,0, Saturday 26th April 2014.
Fulham,2,Hull City,2, Saturday 26th April 2014.
Stoke City,0,Tottenham Hotspur,1, Saturday 26th April 2014.
Swansea City,4,Aston Villa,1, Saturday 26th April 2014.
West Bromwich Albion,1,West Ham United,0, Saturday 26th April 2014.
Manchester United,4,Norwich City,0, Saturday 26th April 2014.
Manchester City,3,West Bromwich Albion,1, Monday 21st April 2014.
Norwich City,2,Liverpool,3, Sunday 20th April 2014.
Hull City,0,Arsenal,3, Sunday 20th April 2014.
Everton,2,Manchester United,0, Sunday 20th April 2014.
Tottenham Hotspur,3,Fulham,1, Saturday 19th April 2014.
Aston Villa,0,Southampton,0, Saturday 19th April 2014.
Cardiff City,1,Stoke City,1, Saturday 19th April 2014.
Newcastle United,1,Swansea City,2, Saturday 19th April 2014.
West Ham United,0,Crystal Palace,1, Saturday 19th April 2014.
Chelsea,1,Sunderland,2, Saturday 19th April 2014.
Everton,2,Crystal Palace,3, Wednesday 16th April 2014.
Manchester City,2,Sunderland,2, Wednesday 16th April 2014.
