Home Team,Home Score,Away Team,Away Score,Match Date
Bordeaux,2,Montpellier,1, Saturday 23rd May 2015.
Caen,3,Evian Thonon Gaillar,2, Saturday 23rd May 2015.
Lorient,0,Monaco,1, Saturday 23rd May 2015.
Marseille,3,Bastia,0, Saturday 23rd May 2015.
Metz,1,Lille,4, Saturday 23rd May 2015.
Paris Saint-Germain,3,Reims,2, Saturday 23rd May 2015.
RC Lens,1,Nantes,0, Saturday 23rd May 2015.
Rennes,0,Lyon,1, Saturday 23rd May 2015.
St Etienne,2,Guingamp,1, Saturday 23rd May 2015.
Toulouse,2,Nice,3, Saturday 23rd May 2015.
AC Ajaccio,2,Arles,1, Friday 22nd May 2015.
Angers,3,Nimes,0, Friday 22nd May 2015.
Clermont Foot,1,Brest,0, Friday 22nd May 2015.
Creteil,1,Tours,4, Friday 22nd May 2015.
Dijon,3,Nancy,1, Friday 22nd May 2015.
Le Havre,2,Auxerre,1, Friday 22nd May 2015.
Niort,0,Laval,3, Friday 22nd May 2015.
Troyes,4,Chateauroux,1, Friday 22nd May 2015.
US Orleans,1,Sochaux,0, Friday 22nd May 2015.
Valenciennes,2,Ajaccio GFCO,1, Friday 22nd May 2015.
Bastia,1,Caen,1, Saturday 16th May 2015.
Evian Thonon Gaillar,1,St Etienne,2, Saturday 16th May 2015.
Guingamp,2,Toulouse,1, Saturday 16th May 2015.
Lille,0,Marseille,4, Saturday 16th May 2015.
Lyon,1,Bordeaux,1, Saturday 16th May 2015.
Monaco,2,Metz,0, Saturday 16th May 2015.
Montpellier,1,Paris Saint-Germain,2, Saturday 16th May 2015.
Nantes,1,Lorient,1, Saturday 16th May 2015.
Nice,2,RC Lens,1, Saturday 16th May 2015.
Reims,1,Rennes,0, Saturday 16th May 2015.
Ajaccio GFCO,3,Niort,2, Friday 15th May 2015.
Arles,4,US Orleans,1, Friday 15th May 2015.
Auxerre,2,Creteil,2, Friday 15th May 2015.
Brest,2,Troyes,1, Friday 15th May 2015.
Chateauroux,0,Le Havre,0, Friday 15th May 2015.
Laval,3,Clermont Foot,1, Friday 15th May 2015.
Nancy,0,Angers,0, Friday 15th May 2015.
Nimes,1,AC Ajaccio,1, Friday 15th May 2015.
Sochaux,1,Valenciennes,1, Friday 15th May 2015.
Tours,0,Dijon,0, Friday 15th May 2015.
Angers,0,Sochaux,0, Monday 11th May 2015.
RC Lens,0,Montpellier,1, Sunday 10th May 2015.
St Etienne,5,Nice,0, Sunday 10th May 2015.
Marseille,2,Monaco,1, Sunday 10th May 2015.
Creteil,1,Ajaccio GFCO,1, Saturday 9th May 2015.
Caen,3,Lyon,0, Saturday 9th May 2015.
Bordeaux,2,Nantes,1, Saturday 9th May 2015.
Evian Thonon Gaillar,2,Reims,3, Saturday 9th May 2015.
Metz,0,Lorient,4, Saturday 9th May 2015.
Rennes,0,Bastia,1, Saturday 9th May 2015.
