Home Team,Home Score,Away Team,Away Score,Match Date
Huddersfield Town,0,Sheffield United,0, Saturday 26th May 2012.
Huddersfield Town,1,Milton Keynes Dons,2, Tuesday 15th May 2012.
Sheffield United,1,Stevenage,0, Monday 14th May 2012.
Milton Keynes Dons,0,Huddersfield Town,2, Saturday 12th May 2012.
Stevenage,0,Sheffield United,0, Friday 11th May 2012.
Bournemouth,1,Preston North End,0, Saturday 5th May 2012.
Charlton Athletic,3,Hartlepool United,2, Saturday 5th May 2012.
Chesterfield,2,Brentford,3, Saturday 5th May 2012.
Exeter City,2,Sheffield United,2, Saturday 5th May 2012.
Huddersfield Town,2,Yeovil Town,0, Saturday 5th May 2012.
Leyton Orient,2,Rochdale,1, Saturday 5th May 2012.
Milton Keynes Dons,0,Walsall,1, Saturday 5th May 2012.
Notts County,4,Colchester United,1, Saturday 5th May 2012.
Oldham Athletic,2,Carlisle United,1, Saturday 5th May 2012.
Sheffield Wednesday,2,Wycombe Wanderers,0, Saturday 5th May 2012.
Stevenage,3,Bury,0, Saturday 5th May 2012.
Tranmere Rovers,1,Scunthorpe United,1, Saturday 5th May 2012.
Brentford,1,Sheffield Wednesday,2, Saturday 28th April 2012.
Bury,0,Oldham Athletic,0, Saturday 28th April 2012.
Carlisle United,4,Exeter City,1, Saturday 28th April 2012.
Colchester United,4,Tranmere Rovers,2, Saturday 28th April 2012.
Hartlepool United,2,Leyton Orient,1, Saturday 28th April 2012.
Preston North End,2,Charlton Athletic,2, Saturday 28th April 2012.
Rochdale,1,Milton Keynes Dons,2, Saturday 28th April 2012.
Scunthorpe United,1,Bournemouth,1, Saturday 28th April 2012.
Walsall,1,Huddersfield Town,1, Saturday 28th April 2012.
Wycombe Wanderers,3,Notts County,4, Saturday 28th April 2012.
Yeovil Town,3,Chesterfield,2, Saturday 28th April 2012.
Sheffield United,2,Stevenage,2, Saturday 28th April 2012.
Notts County,2,Bury,4, Saturday 21st April 2012.
Bournemouth,1,Colchester United,1, Saturday 21st April 2012.
Charlton Athletic,2,Wycombe Wanderers,1, Saturday 21st April 2012.
Chesterfield,2,Rochdale,1, Saturday 21st April 2012.
Exeter City,4,Walsall,2, Saturday 21st April 2012.
Huddersfield Town,1,Scunthorpe United,0, Saturday 21st April 2012.
Leyton Orient,2,Yeovil Town,2, Saturday 21st April 2012.
Milton Keynes Dons,1,Sheffield United,0, Saturday 21st April 2012.
Oldham Athletic,1,Preston North End,1, Saturday 21st April 2012.
Sheffield Wednesday,2,Carlisle United,1, Saturday 21st April 2012.
Stevenage,2,Brentford,1, Saturday 21st April 2012.
Tranmere Rovers,1,Hartlepool United,1, Saturday 21st April 2012.
Stevenage,1,Carlisle United,0, Tuesday 17th April 2012.
Brentford,0,Notts County,0, Saturday 14th April 2012.
Bury,1,Bournemouth,0, Saturday 14th April 2012.
Carlisle United,0,Charlton Athletic,1, Saturday 14th April 2012.
Colchester United,1,Sheffield Wednesday,1, Saturday 14th April 2012.
Hartlepool United,1,Chesterfield,2, Saturday 14th April 2012.
Preston North End,1,Huddersfield Town,0, Saturday 14th April 2012.
Rochdale,3,Exeter City,2, Saturday 14th April 2012.
Scunthorpe United,0,Milton Keynes Dons,3, Saturday 14th April 2012.
Sheffield United,3,Leyton Orient,1, Saturday 14th April 2012.
Walsall,0,Tranmere Rovers,1, Saturday 14th April 2012.
Wycombe Wanderers,2,Oldham Athletic,2, Saturday 14th April 2012.
Yeovil Town,0,Stevenage,6, Saturday 14th April 2012.
Rochdale,2,Sheffield United,5, Tuesday 10th April 2012.
Sheffield Wednesday,3,Oldham Athletic,0, Monday 9th April 2012.
Bournemouth,2,Huddersfield Town,0, Monday 9th April 2012.
Bury,4,Colchester United,1, Monday 9th April 2012.
Carlisle United,0,Scunthorpe United,0, Monday 9th April 2012.
Charlton Athletic,1,Walsall,0, Monday 9th April 2012.
Chesterfield,4,Wycombe Wanderers,0, Monday 9th April 2012.
Exeter City,3,Leyton Orient,0, Monday 9th April 2012.
Hartlepool United,0,Brentford,0, Monday 9th April 2012.
Milton Keynes Dons,3,Tranmere Rovers,0, Monday 9th April 2012.
Notts County,3,Yeovil Town,1, Monday 9th April 2012.
Stevenage,1,Preston North End,1, Monday 9th April 2012.
Huddersfield Town,0,Sheffield Wednesday,2, Saturday 7th April 2012.
Brentford,3,Bury,0, Saturday 7th April 2012.
Oldham Athletic,0,Charlton Athletic,1, Saturday 7th April 2012.
Preston North End,1,Milton Keynes Dons,1, Saturday 7th April 2012.
Sheffield United,2,Bournemouth,1, Saturday 7th April 2012.
Walsall,3,Chesterfield,2, Saturday 7th April 2012.
Yeovil Town,3,Rochdale,1, Saturday 7th April 2012.
Colchester United,1,Hartlepool United,1, Friday 6th April 2012.
Leyton Orient,0,Notts County,3, Friday 6th April 2012.
Scunthorpe United,1,Exeter City,0, Friday 6th April 2012.
Tranmere Rovers,3,Stevenage,0, Friday 6th April 2012.
Wycombe Wanderers,1,Carlisle United,1, Friday 6th April 2012.
Brentford,2,Oldham Athletic,0, Tuesday 3rd April 2012.
Leyton Orient,1,Huddersfield Town,3, Tuesday 3rd April 2012.
Sheffield Wednesday,2,Preston North End,0, Saturday 31st March 2012.
Bournemouth,0,Yeovil Town,0, Saturday 31st March 2012.
Bury,2,Tranmere Rovers,0, Saturday 31st March 2012.
Carlisle United,2,Huddersfield Town,1, Saturday 31st March 2012.
Charlton Athletic,2,Leyton Orient,0, Saturday 31st March 2012.
Chesterfield,1,Scunthorpe United,4, Saturday 31st March 2012.
Exeter City,1,Colchester United,1, Saturday 31st March 2012.
Hartlepool United,0,Sheffield United,1, Saturday 31st March 2012.
Milton Keynes Dons,1,Brentford,2, Saturday 31st March 2012.
Notts County,1,Oldham Athletic,0, Saturday 31st March 2012.
Rochdale,3,Walsall,3, Saturday 31st March 2012.
Stevenage,1,Wycombe Wanderers,1, Saturday 31st March 2012.
Sheffield United,4,Chesterfield,1, Wednesday 28th March 2012.
Milton Keynes Dons,1,Carlisle United,2, Tuesday 27th March 2012.
Oldham Athletic,0,Leyton Orient,1, Tuesday 27th March 2012.
Preston North End,1,Brentford,3, Tuesday 27th March 2012.
Stevenage,2,Bournemouth,2, Tuesday 27th March 2012.
Walsall,3,Colchester United,1, Tuesday 27th March 2012.
Brentford,2,Rochdale,0, Saturday 24th March 2012.
Colchester United,1,Carlisle United,1, Saturday 24th March 2012.
Huddersfield Town,1,Charlton Athletic,0, Saturday 24th March 2012.
Leyton Orient,0,Sheffield Wednesday,1, Saturday 24th March 2012.
Oldham Athletic,1,Bournemouth,0, Saturday 24th March 2012.
Preston North End,1,Bury,1, Saturday 24th March 2012.
Scunthorpe United,0,Notts County,0, Saturday 24th March 2012.
Tranmere Rovers,2,Exeter City,0,https://www.skysports.com/football/tranmere-rovers-vs-exeter-city/239273
Walsall,1,Stevenage,1, Saturday 24th March 2012.
Wycombe Wanderers,1,Milton Keynes Dons,1, Saturday 24th March 2012.
Yeovil Town,0,Hartlepool United,1,https://www.skysports.com/football/yeovil-town-vs-hartlepool-united/239276
Bournemouth,1,Brentford,0, Tuesday 20th March 2012.
Bury,0,Scunthorpe United,0, Tuesday 20th March 2012.
Carlisle United,0,Preston North End,0, Tuesday 20th March 2012.
Charlton Athletic,3,Yeovil Town,0, Tuesday 20th March 2012.
Chesterfield,0,Huddersfield Town,2, Tuesday 20th March 2012.
