Home Team,Home Score,Away Team,Away Score,Match Date
Blackpool,2,Exeter City,1, Sunday 28th May 2017.
Exeter City,3,Carlisle United,2, Thursday 18th May 2017.
Luton Town,3,Blackpool,3, Thursday 18th May 2017.
Blackpool,3,Luton Town,2, Sunday 14th May 2017.
Carlisle United,3,Exeter City,3, Sunday 14th May 2017.
Blackpool,3,Leyton Orient,1, Saturday 6th May 2017.
Colchester United,2,Yeovil Town,0, Saturday 6th May 2017.
Crawley Town,2,Mansfield Town,2, Saturday 6th May 2017.
Crewe Alexandra,4,Barnet,1, Saturday 6th May 2017.
Exeter City,2,Carlisle United,3, Saturday 6th May 2017.
Grimsby Town,1,Plymouth Argyle,1, Saturday 6th May 2017.
Hartlepool United,2,Doncaster Rovers,1, Saturday 6th May 2017.
Luton Town,3,Morecambe,1, Saturday 6th May 2017.
Newport County AFC,2,Notts County,1, Saturday 6th May 2017.
Portsmouth,6,Cheltenham Town,1, Saturday 6th May 2017.
Stevenage,0,Accrington Stanley,3, Saturday 6th May 2017.
Wycombe Wanderers,1,Cambridge United,0, Saturday 6th May 2017.
Accrington Stanley,1,Luton Town,4, Saturday 29th April 2017.
Barnet,3,Grimsby Town,1, Saturday 29th April 2017.
Cambridge United,2,Crawley Town,0, Saturday 29th April 2017.
Carlisle United,2,Newport County AFC,1, Saturday 29th April 2017.
Cheltenham Town,1,Hartlepool United,0, Saturday 29th April 2017.
Doncaster Rovers,1,Exeter City,3, Saturday 29th April 2017.
Leyton Orient,1,Colchester United,3, Saturday 29th April 2017.
Mansfield Town,0,Portsmouth,1, Saturday 29th April 2017.
Morecambe,1,Wycombe Wanderers,1, Saturday 29th April 2017.
Notts County,1,Blackpool,0, Saturday 29th April 2017.
Plymouth Argyle,2,Crewe Alexandra,1, Saturday 29th April 2017.
Yeovil Town,1,Stevenage,1,https://www.skysports.com/football/yeovil-town-vs-stevenage/359753
Blackpool,3,Cheltenham Town,0, Saturday 22nd April 2017.
Colchester United,0,Plymouth Argyle,0, Saturday 22nd April 2017.
Crawley Town,3,Carlisle United,3, Saturday 22nd April 2017.
Crewe Alexandra,3,Leyton Orient,0, Saturday 22nd April 2017.
Exeter City,3,Morecambe,1, Saturday 22nd April 2017.
Grimsby Town,4,Yeovil Town,2, Saturday 22nd April 2017.
Hartlepool United,0,Barnet,2, Saturday 22nd April 2017.
Luton Town,2,Notts County,1, Saturday 22nd April 2017.
Newport County AFC,1,Accrington Stanley,0, Saturday 22nd April 2017.
Portsmouth,2,Cambridge United,1, Saturday 22nd April 2017.
Stevenage,0,Mansfield Town,1, Saturday 22nd April 2017.
Wycombe Wanderers,2,Doncaster Rovers,1, Saturday 22nd April 2017.
Cheltenham Town,2,Grimsby Town,1, Monday 17th April 2017.
Accrington Stanley,1,Crawley Town,0, Monday 17th April 2017.
Barnet,0,Wycombe Wanderers,2, Monday 17th April 2017.
Cambridge United,1,Exeter City,0, Monday 17th April 2017.
Carlisle United,1,Stevenage,1, Monday 17th April 2017.
Doncaster Rovers,0,Blackpool,1, Monday 17th April 2017.
Leyton Orient,2,Hartlepool United,1, Monday 17th April 2017.
Mansfield Town,1,Luton Town,1, Monday 17th April 2017.
Morecambe,1,Colchester United,1, Monday 17th April 2017.
Notts County,1,Portsmouth,3, Monday 17th April 2017.
Plymouth Argyle,6,Newport County AFC,1, Monday 17th April 2017.
Yeovil Town,3,Crewe Alexandra,0, Monday 17th April 2017.
