Home Team,Home Score,Away Team,Away Score,Match Date
Fortuna Dusseldorf,2,Hertha Berlin,2, Tuesday 15th May 2012.
Hertha Berlin,1,Fortuna Dusseldorf,2, Thursday 10th May 2012.
Borussia Dortmund,4,SC Freiburg,0, Saturday 5th May 2012.
Cologne,1,Bayern Munich,4, Saturday 5th May 2012.
FC Augsburg,1,Hamburg,0, Saturday 5th May 2012.
FC Nurnberg,1,Bayer Leverkusen,4, Saturday 5th May 2012.
Hannover 96,2,Kaiserslautern,1, Saturday 5th May 2012.
Hertha Berlin,3,Hoffenheim,1, Saturday 5th May 2012.
Mainz,0,M'gladbach,3, Saturday 5th May 2012.
Stuttgart,3,Wolfsburg,2, Saturday 5th May 2012.
Werder Bremen,2,Schalke,3, Saturday 5th May 2012.
Bayer Leverkusen,1,Hannover 96,0, Saturday 28th April 2012.
Bayern Munich,2,Stuttgart,0, Saturday 28th April 2012.
Hamburg,0,Mainz,0, Saturday 28th April 2012.
Hoffenheim,2,FC Nurnberg,3, Saturday 28th April 2012.
Kaiserslautern,2,Borussia Dortmund,5, Saturday 28th April 2012.
M'gladbach,0,FC Augsburg,0, Saturday 28th April 2012.
SC Freiburg,4,Cologne,1, Saturday 28th April 2012.
Schalke,4,Hertha Berlin,0, Saturday 28th April 2012.
Wolfsburg,3,Werder Bremen,1, Saturday 28th April 2012.
FC Augsburg,1,Schalke,1, Sunday 22nd April 2012.
Hannover 96,0,SC Freiburg,0, Sunday 22nd April 2012.
Cologne,1,Stuttgart,1, Saturday 21st April 2012.
FC Nurnberg,1,Hamburg,1, Saturday 21st April 2012.
Hertha Berlin,1,Kaiserslautern,2, Saturday 21st April 2012.
Hoffenheim,0,Bayer Leverkusen,1, Saturday 21st April 2012.
Werder Bremen,1,Bayern Munich,2, Saturday 21st April 2012.
Borussia Dortmund,2,M'gladbach,0, Saturday 21st April 2012.
Mainz,0,Wolfsburg,0, Friday 20th April 2012.
M'gladbach,3,Cologne,0, Sunday 15th April 2012.
SC Freiburg,0,Hoffenheim,0, Sunday 15th April 2012.
Bayer Leverkusen,3,Hertha Berlin,3,https://www.skysports.com/football/leverkusen-vs-hertha/240408
Hamburg,1,Hannover 96,0, Saturday 14th April 2012.
Kaiserslautern,0,FC Nurnberg,2, Saturday 14th April 2012.
Schalke,1,Borussia Dortmund,2, Saturday 14th April 2012.
Wolfsburg,1,FC Augsburg,2, Saturday 14th April 2012.
Bayern Munich,0,Mainz,0, Saturday 14th April 2012.
Stuttgart,4,Werder Bremen,1, Friday 13th April 2012.
Bayer Leverkusen,3,Kaiserslautern,1, Wednesday 11th April 2012.
Borussia Dortmund,1,Bayern Munich,0, Wednesday 11th April 2012.
FC Nurnberg,4,Schalke,1, Wednesday 11th April 2012.
Hannover 96,2,Wolfsburg,0, Wednesday 11th April 2012.
Hoffenheim,4,Hamburg,0, Wednesday 11th April 2012.
FC Augsburg,1,Stuttgart,3, Tuesday 10th April 2012.
Hertha Berlin,1,SC Freiburg,2, Tuesday 10th April 2012.
Mainz,4,Cologne,0, Tuesday 10th April 2012.
Werder Bremen,2,M'gladbach,2, Tuesday 10th April 2012.
Schalke,3,Hannover 96,0, Sunday 8th April 2012.
Hamburg,1,Bayer Leverkusen,1, Sunday 8th April 2012.
Bayern Munich,2,FC Augsburg,1, Saturday 7th April 2012.
Cologne,1,Werder Bremen,1, Saturday 7th April 2012.
Kaiserslautern,1,Hoffenheim,2, Saturday 7th April 2012.
SC Freiburg,2,FC Nurnberg,2, Saturday 7th April 2012.
Stuttgart,4,Mainz,1, Saturday 7th April 2012.
Wolfsburg,1,Borussia Dortmund,3, Saturday 7th April 2012.
M'gladbach,0,Hertha Berlin,0, Saturday 7th April 2012.
Hannover 96,2,M'gladbach,1, Sunday 1st April 2012.
Hoffenheim,1,Schalke,1, Sunday 1st April 2012.
Bayer Leverkusen,0,SC Freiburg,2, Saturday 31st March 2012.
FC Augsburg,2,Cologne,1, Saturday 31st March 2012.
FC Nurnberg,0,Bayern Munich,1, Saturday 31st March 2012.
Kaiserslautern,0,Hamburg,1, Saturday 31st March 2012.
Werder Bremen,0,Mainz,3, Saturday 31st March 2012.
Hertha Berlin,1,Wolfsburg,4, Saturday 31st March 2012.
Borussia Dortmund,4,Stuttgart,4, Friday 30th March 2012.
Stuttgart,1,FC Nurnberg,0, Sunday 25th March 2012.
Cologne,1,Borussia Dortmund,6, Sunday 25th March 2012.
Bayern Munich,2,Hannover 96,1, Saturday 24th March 2012.
M'gladbach,1,Hoffenheim,2, Saturday 24th March 2012.
Mainz,1,Hertha Berlin,3, Saturday 24th March 2012.
SC Freiburg,2,Kaiserslautern,0, Saturday 24th March 2012.
Werder Bremen,1,FC Augsburg,1, Saturday 24th March 2012.
Schalke,2,Bayer Leverkusen,0, Saturday 24th March 2012.
Wolfsburg,2,Hamburg,1, Friday 23rd March 2012.
Kaiserslautern,1,Schalke,4, Sunday 18th March 2012.
Hannover 96,4,Cologne,1, Sunday 18th March 2012.
Bayer Leverkusen,1,M'gladbach,2, Saturday 17th March 2012.
Borussia Dortmund,1,Werder Bremen,0, Saturday 17th March 2012.
FC Augsburg,2,Mainz,1, Saturday 17th March 2012.
FC Nurnberg,1,Wolfsburg,3, Saturday 17th March 2012.
Hamburg,1,SC Freiburg,3, Saturday 17th March 2012.
Hertha Berlin,0,Bayern Munich,6, Saturday 17th March 2012.
Hoffenheim,1,Stuttgart,2, Friday 16th March 2012.
Werder Bremen,3,Hannover 96,0, Sunday 11th March 2012.
Schalke,3,Hamburg,1, Sunday 11th March 2012.
Bayern Munich,7,Hoffenheim,1, Saturday 10th March 2012.
Cologne,1,Hertha Berlin,0, Saturday 10th March 2012.
M'gladbach,0,SC Freiburg,0, Saturday 10th March 2012.
Mainz,2,FC Nurnberg,1, Saturday 10th March 2012.
Wolfsburg,3,Bayer Leverkusen,2, Saturday 10th March 2012.
FC Augsburg,0,Borussia Dortmund,0, Saturday 10th March 2012.
Stuttgart,0,Kaiserslautern,0, Friday 9th March 2012.
FC Nurnberg,1,M'gladbach,0, Sunday 4th March 2012.
Hoffenheim,1,Cologne,1, Sunday 4th March 2012.
Bayer Leverkusen,2,Bayern Munich,0, Saturday 3rd March 2012.
Hamburg,0,Stuttgart,4, Saturday 3rd March 2012.
Hannover 96,2,FC Augsburg,2, Saturday 3rd March 2012.
Hertha Berlin,1,Werder Bremen,0, Saturday 3rd March 2012.
Kaiserslautern,0,Wolfsburg,0, Saturday 3rd March 2012.
SC Freiburg,2,Schalke,1, Saturday 3rd March 2012.
Borussia Dortmund,2,Mainz,1, Saturday 3rd March 2012.
Bayern Munich,2,Schalke,0, Sunday 26th February 2012.
Borussia Dortmund,3,Hannover 96,1, Sunday 26th February 2012.
Cologne,0,Bayer Leverkusen,2, Saturday 25th February 2012.
FC Augsburg,3,Hertha Berlin,0, Saturday 25th February 2012.
Mainz,4,Kaiserslautern,0, Saturday 25th February 2012.
Stuttgart,4,SC Freiburg,1, Saturday 25th February 2012.
Wolfsburg,1,Hoffenheim,2, Saturday 25th February 2012.
Werder Bremen,0,FC Nurnberg,1, Saturday 25th February 2012.
M'gladbach,1,Hamburg,1, Friday 24th February 2012.
Schalke,4,Wolfsburg,0, Sunday 19th February 2012.
Hannover 96,4,Stuttgart,2, Sunday 19th February 2012.
Bayer Leverkusen,4,FC Augsburg,1, Saturday 18th February 2012.
FC Nurnberg,2,Cologne,1, Saturday 18th February 2012.
Hamburg,1,Werder Bremen,3, Saturday 18th February 2012.
Hertha Berlin,0,Borussia Dortmund,1, Saturday 18th February 2012.
Kaiserslautern,1,M'gladbach,2, Saturday 18th February 2012.
SC Freiburg,0,Bayern Munich,0, Saturday 18th February 2012.
Hoffenheim,1,Mainz,1, Friday 17th February 2012.
FC Augsburg,0,FC Nurnberg,0, Sunday 12th February 2012.
Cologne,0,Hamburg,1, Sunday 12th February 2012.
Bayern Munich,2,Kaiserslautern,0, Saturday 11th February 2012.
Borussia Dortmund,1,Bayer Leverkusen,0, Saturday 11th February 2012.
Mainz,1,Hannover 96,1, Saturday 11th February 2012.
Stuttgart,5,Hertha Berlin,0, Saturday 11th February 2012.
Werder Bremen,1,Hoffenheim,1, Saturday 11th February 2012.
M'gladbach,3,Schalke,0, Saturday 11th February 2012.
Wolfsburg,3,SC Freiburg,2, Friday 10th February 2012.
SC Freiburg,2,Werder Bremen,2, Sunday 5th February 2012.
Kaiserslautern,0,Cologne,1, Sunday 5th February 2012.
Bayer Leverkusen,2,Stuttgart,2, Saturday 4th February 2012.
Hertha Berlin,0,Hannover 96,1, Saturday 4th February 2012.
Hoffenheim,2,FC Augsburg,2, Saturday 4th February 2012.
Schalke,1,Mainz,1, Saturday 4th February 2012.
Wolfsburg,0,M'gladbach,0, Saturday 4th February 2012.
Hamburg,1,Bayern Munich,1, Saturday 4th February 2012.
FC Nurnberg,0,Borussia Dortmund,2, Friday 3rd February 2012.
Mainz,3,SC Freiburg,1, Sunday 29th January 2012.
Stuttgart,0,M'gladbach,3, Sunday 29th January 2012.
Bayern Munich,2,Wolfsburg,0, Saturday 28th January 2012.
Borussia Dortmund,3,Hoffenheim,1, Saturday 28th January 2012.
FC Augsburg,2,Kaiserslautern,2, Saturday 28th January 2012.
Hertha Berlin,1,Hamburg,2, Saturday 28th January 2012.
Werder Bremen,1,Bayer Leverkusen,1, Saturday 28th January 2012.
Cologne,1,Schalke,4, Saturday 28th January 2012.
Hannover 96,1,FC Nurnberg,0, Friday 27th January 2012.
Hamburg,1,Borussia Dortmund,5, Sunday 22nd January 2012.
Bayer Leverkusen,3,Mainz,2, Sunday 22nd January 2012.
FC Nurnberg,2,Hertha Berlin,0, Saturday 21st January 2012.
Hoffenheim,0,Hannover 96,0, Saturday 21st January 2012.
SC Freiburg,1,FC Augsburg,0, Saturday 21st January 2012.
Schalke,3,Stuttgart,1, Saturday 21st January 2012.
Wolfsburg,1,Cologne,0, Saturday 21st January 2012.
Kaiserslautern,0,Werder Bremen,0, Saturday 21st January 2012.
M'gladbach,3,Bayern Munich,1, Friday 20th January 2012.
Kaiserslautern,1,Hannover 96,1, Sunday 18th December 2011.
M'gladbach,1,Mainz,0, Sunday 18th December 2011.
Bayer Leverkusen,0,FC Nurnberg,3, Saturday 17th December 2011.
Hamburg,1,FC Augsburg,1, Saturday 17th December 2011.
Hoffenheim,1,Hertha Berlin,1, Saturday 17th December 2011.
SC Freiburg,1,Borussia Dortmund,4, Saturday 17th December 2011.
Wolfsburg,1,Stuttgart,0, Saturday 17th December 2011.
Schalke,5,Werder Bremen,0, Saturday 17th December 2011.
Bayern Munich,3,Cologne,0, Friday 16th December 2011.
Cologne,1,Mainz,1, Tuesday 13th December 2011.
Borussia Dortmund,1,Kaiserslautern,1, Sunday 11th December 2011.
Stuttgart,1,Bayern Munich,2, Sunday 11th December 2011.
Cologne,4,SC Freiburg,0, Saturday 10th December 2011.
FC Augsburg,1,M'gladbach,0, Saturday 10th December 2011.
FC Nurnberg,0,Hoffenheim,2, Saturday 10th December 2011.
Mainz,0,Hamburg,0, Saturday 10th December 2011.
Werder Bremen,4,Wolfsburg,1, Saturday 10th December 2011.
Hannover 96,0,Bayer Leverkusen,0, Saturday 10th December 2011.
Hertha Berlin,1,Schalke,2, Friday 9th December 2011.
Hamburg,2,FC Nurnberg,0, Sunday 4th December 2011.
Schalke,3,FC Augsburg,1, Sunday 4th December 2011.
Bayern Munich,4,Werder Bremen,1, Saturday 3rd December 2011.
Kaiserslautern,1,Hertha Berlin,1, Saturday 3rd December 2011.
M'gladbach,1,Borussia Dortmund,1, Saturday 3rd December 2011.
SC Freiburg,1,Hannover 96,1, Saturday 3rd December 2011.
Wolfsburg,2,Mainz,2, Saturday 3rd December 2011.
Stuttgart,2,Cologne,2, Saturday 3rd December 2011.
Bayer Leverkusen,2,Hoffenheim,0, Friday 2nd December 2011.
Werder Bremen,2,Stuttgart,0, Sunday 27th November 2011.
Mainz,3,Bayern Munich,2, Sunday 27th November 2011.
Borussia Dortmund,2,Schalke,0, Saturday 26th November 2011.
FC Augsburg,2,Wolfsburg,0, Saturday 26th November 2011.
