Home Team,Home Score,Away Team,Away Score,Match Date
Bayern Munich,4,SC Freiburg,1, Saturday 20th May 2017.
Borussia Dortmund,4,Werder Bremen,3, Saturday 20th May 2017.
Cologne,2,Mainz,0, Saturday 20th May 2017.
Eintracht Frankfurt,2,RB Leipzig,2, Saturday 20th May 2017.
FC Ingolstadt 04,1,Schalke,1, Saturday 20th May 2017.
Hamburg,2,Wolfsburg,1, Saturday 20th May 2017.
Hertha Berlin,2,Bayer Leverkusen,6, Saturday 20th May 2017.
Hoffenheim,0,FC Augsburg,0, Saturday 20th May 2017.
M'gladbach,2,SV Darmstadt 98,2, Saturday 20th May 2017.
Bayer Leverkusen,2,Cologne,2,https://www.skysports.com/football/leverkusen-vs-cologne/360508
FC Augsburg,1,Borussia Dortmund,1,https://www.skysports.com/football/fc-augsburg-vs-b-dortmund/360509
Mainz,4,Eintracht Frankfurt,2,https://www.skysports.com/football/mainz-vs-frankfurt/360507
RB Leipzig,4,Bayern Munich,5, Saturday 13th May 2017.
SC Freiburg,1,FC Ingolstadt 04,1, Saturday 13th May 2017.
SV Darmstadt 98,0,Hertha Berlin,2, Saturday 13th May 2017.
Schalke,1,Hamburg,1, Saturday 13th May 2017.
Werder Bremen,3,Hoffenheim,5, Saturday 13th May 2017.
Wolfsburg,1,M'gladbach,1, Saturday 13th May 2017.
Hamburg,0,Mainz,0, Sunday 7th May 2017.
SC Freiburg,2,Schalke,0,https://www.skysports.com/football/freiburg-vs-schalke/360506
Bayern Munich,1,SV Darmstadt 98,0,https://www.skysports.com/football/bay-munich-vs-darmstadt/360502
Borussia Dortmund,2,Hoffenheim,1,https://www.skysports.com/football/b-dortmund-vs-hoffenheim/360499
Eintracht Frankfurt,0,Wolfsburg,2,https://www.skysports.com/football/frankfurt-vs-wolfsburg/360501
FC Ingolstadt 04,1,Bayer Leverkusen,1, Saturday 6th May 2017.
M'gladbach,1,FC Augsburg,1, Saturday 6th May 2017.
Hertha Berlin,1,RB Leipzig,4, Saturday 6th May 2017.
Cologne,4,Werder Bremen,3, Friday 5th May 2017.
Hoffenheim,1,Eintracht Frankfurt,0, Sunday 30th April 2017.
Borussia Dortmund,0,Cologne,0, Saturday 29th April 2017.
Mainz,1,M'gladbach,2, Saturday 29th April 2017.
RB Leipzig,0,FC Ingolstadt 04,0, Saturday 29th April 2017.
SV Darmstadt 98,3,SC Freiburg,0, Saturday 29th April 2017.
Werder Bremen,2,Hertha Berlin,0, Saturday 29th April 2017.
Wolfsburg,0,Bayern Munich,6, Saturday 29th April 2017.
Bayer Leverkusen,1,Schalke,4,https://www.skysports.com/football/leverkusen-vs-schalke/360490
SC Freiburg,2,Bayer Leverkusen,1,https://www.skysports.com/football/freiburg-vs-leverkusen/360488
Schalke,1,RB Leipzig,1, Sunday 23rd April 2017.
Bayern Munich,2,Mainz,2, Saturday 22nd April 2017.
Eintracht Frankfurt,3,FC Augsburg,1, Saturday 22nd April 2017.
FC Ingolstadt 04,2,Werder Bremen,4, Saturday 22nd April 2017.
Hamburg,1,SV Darmstadt 98,2, Saturday 22nd April 2017.
Hertha Berlin,1,Wolfsburg,0, Saturday 22nd April 2017.
M'gladbach,2,Borussia Dortmund,3, Saturday 22nd April 2017.
Cologne,1,Hoffenheim,1, Friday 21st April 2017.
Werder Bremen,2,Hamburg,1, Sunday 16th April 2017.
SV Darmstadt 98,2,Schalke,1, Sunday 16th April 2017.
Borussia Dortmund,3,Eintracht Frankfurt,1, Saturday 15th April 2017.
FC Augsburg,2,Cologne,1, Saturday 15th April 2017.
Hoffenheim,5,M'gladbach,3, Saturday 15th April 2017.
Mainz,1,Hertha Berlin,0, Saturday 15th April 2017.
Wolfsburg,3,FC Ingolstadt 04,0, Saturday 15th April 2017.
Bayer Leverkusen,0,Bayern Munich,0, Saturday 15th April 2017.
Hertha Berlin,2,FC Augsburg,0, Sunday 9th April 2017.
FC Ingolstadt 04,3,SV Darmstadt 98,2, Sunday 9th April 2017.
Cologne,2,M'gladbach,3, Saturday 8th April 2017.
Hamburg,2,Hoffenheim,1, Saturday 8th April 2017.
RB Leipzig,1,Bayer Leverkusen,0, Saturday 8th April 2017.
SC Freiburg,1,Mainz,0, Saturday 8th April 2017.
Schalke,4,Wolfsburg,1, Saturday 8th April 2017.
Bayern Munich,4,Borussia Dortmund,1, Saturday 8th April 2017.
Eintracht Frankfurt,2,Werder Bremen,2, Friday 7th April 2017.
FC Augsburg,2,FC Ingolstadt 04,3, Wednesday 5th April 2017.
M'gladbach,1,Hertha Berlin,0, Wednesday 5th April 2017.
Mainz,2,RB Leipzig,3, Wednesday 5th April 2017.
SV Darmstadt 98,0,Bayer Leverkusen,2, Wednesday 5th April 2017.
Wolfsburg,0,SC Freiburg,1, Wednesday 5th April 2017.
Borussia Dortmund,3,Hamburg,0, Tuesday 4th April 2017.
Cologne,1,Eintracht Frankfurt,0, Tuesday 4th April 2017.
Hoffenheim,1,Bayern Munich,0, Tuesday 4th April 2017.
Werder Bremen,3,Schalke,0, Tuesday 4th April 2017.
FC Ingolstadt 04,2,Mainz,1, Sunday 2nd April 2017.
Bayer Leverkusen,3,Wolfsburg,3, Sunday 2nd April 2017.
Bayern Munich,6,FC Augsburg,0, Saturday 1st April 2017.
Hamburg,2,Cologne,1, Saturday 1st April 2017.
RB Leipzig,4,SV Darmstadt 98,0, Saturday 1st April 2017.
SC Freiburg,2,Werder Bremen,5, Saturday 1st April 2017.
Schalke,1,Borussia Dortmund,1, Saturday 1st April 2017.
Eintracht Frankfurt,0,M'gladbach,0, Saturday 1st April 2017.
Hertha Berlin,1,Hoffenheim,3, Friday 31st March 2017.
Mainz,0,Schalke,1, Sunday 19th March 2017.
M'gladbach,0,Bayern Munich,1, Sunday 19th March 2017.
Cologne,4,Hertha Berlin,2, Saturday 18th March 2017.
FC Augsburg,1,SC Freiburg,1, Saturday 18th March 2017.
Hoffenheim,1,Bayer Leverkusen,0, Saturday 18th March 2017.
Werder Bremen,3,RB Leipzig,0, Saturday 18th March 2017.
Wolfsburg,1,SV Darmstadt 98,0, Saturday 18th March 2017.
Eintracht Frankfurt,0,Hamburg,0, Saturday 18th March 2017.
Borussia Dortmund,1,FC Ingolstadt 04,0, Friday 17th March 2017.
Schalke,3,FC Augsburg,0, Sunday 12th March 2017.
Hamburg,2,M'gladbach,1, Sunday 12th March 2017.
Bayern Munich,3,Eintracht Frankfurt,0, Saturday 11th March 2017.
Hertha Berlin,2,Borussia Dortmund,1, Saturday 11th March 2017.
RB Leipzig,0,Wolfsburg,1, Saturday 11th March 2017.
SC Freiburg,1,Hoffenheim,1, Saturday 11th March 2017.
SV Darmstadt 98,2,Mainz,1, Saturday 11th March 2017.
FC Ingolstadt 04,2,Cologne,2, Saturday 11th March 2017.
Bayer Leverkusen,1,Werder Bremen,1, Friday 10th March 2017.
Eintracht Frankfurt,1,SC Freiburg,2, Sunday 5th March 2017.
Hamburg,1,Hertha Berlin,0, Sunday 5th March 2017.
Borussia Dortmund,6,Bayer Leverkusen,2, Saturday 4th March 2017.
Cologne,0,Bayern Munich,3, Saturday 4th March 2017.
Hoffenheim,5,FC Ingolstadt 04,2, Saturday 4th March 2017.
Mainz,1,Wolfsburg,1, Saturday 4th March 2017.
Werder Bremen,2,SV Darmstadt 98,0, Saturday 4th March 2017.
M'gladbach,4,Schalke,2, Saturday 4th March 2017.
FC Augsburg,2,RB Leipzig,2, Friday 3rd March 2017.
FC Ingolstadt 04,0,M'gladbach,2, Sunday 26th February 2017.
Schalke,1,Hoffenheim,1, Sunday 26th February 2017.
Bayer Leverkusen,0,Mainz,2, Saturday 25th February 2017.
Bayern Munich,8,Hamburg,0, Saturday 25th February 2017.
RB Leipzig,3,Cologne,1, Saturday 25th February 2017.
SC Freiburg,0,Borussia Dortmund,3, Saturday 25th February 2017.
