Home Team,Home Score,Away Team,Away Score,Match Date
Exeter City,0,Northampton Town,4, Monday 29th June 2020.
Exeter City,3,Colchester United,1, Monday 22nd June 2020.
Cheltenham Town,0,Northampton Town,3, Monday 22nd June 2020.
Colchester United,1,Exeter City,0, Thursday 18th June 2020.
Northampton Town,0,Cheltenham Town,2, Thursday 18th June 2020.
Carlisle United,2,Newport County AFC,0, Tuesday 10th March 2020.
Scunthorpe United,0,Grimsby Town,2, Saturday 7th March 2020.
Carlisle United,0,Colchester United,3, Saturday 7th March 2020.
Cheltenham Town,0,Port Vale,0, Saturday 7th March 2020.
Crawley Town,3,Oldham Athletic,0, Saturday 7th March 2020.
Crewe Alexandra,3,Stevenage,1, Saturday 7th March 2020.
Leyton Orient,2,Cambridge United,1, Saturday 7th March 2020.
Newport County AFC,1,Morecambe,0, Saturday 7th March 2020.
Northampton Town,1,Mansfield Town,2, Saturday 7th March 2020.
Plymouth Argyle,3,Macclesfield Town,0, Saturday 7th March 2020.
Salford City,2,Bradford City,0, Saturday 7th March 2020.
Swindon Town,0,Forest Green Rovers,2, Saturday 7th March 2020.
Walsall,3,Exeter City,1, Saturday 7th March 2020.
Exeter City,1,Crewe Alexandra,1, Tuesday 3rd March 2020.
Plymouth Argyle,3,Grimsby Town,0, Tuesday 3rd March 2020.
Swindon Town,2,Scunthorpe United,0, Tuesday 3rd March 2020.
Bradford City,2,Plymouth Argyle,1, Saturday 29th February 2020.
Cambridge United,1,Carlisle United,2, Saturday 29th February 2020.
Colchester United,0,Cheltenham Town,2, Saturday 29th February 2020.
Exeter City,1,Crawley Town,1, Saturday 29th February 2020.
Grimsby Town,0,Northampton Town,3, Saturday 29th February 2020.
Macclesfield Town,0,Salford City,2, Saturday 29th February 2020.
Morecambe,1,Crewe Alexandra,1, Saturday 29th February 2020.
Oldham Athletic,5,Newport County AFC,0, Saturday 29th February 2020.
Port Vale,2,Scunthorpe United,2, Saturday 29th February 2020.
Cheltenham Town,2,Northampton Town,1, Tuesday 25th February 2020.
Grimsby Town,4,Newport County AFC,2, Tuesday 25th February 2020.
Carlisle United,2,Morecambe,2, Saturday 22nd February 2020.
Cheltenham Town,1,Mansfield Town,0, Saturday 22nd February 2020.
Crawley Town,2,Stevenage,0, Saturday 22nd February 2020.
Crewe Alexandra,2,Macclesfield Town,0, Saturday 22nd February 2020.
Leyton Orient,2,Oldham Athletic,2, Saturday 22nd February 2020.
Newport County AFC,2,Bradford City,1, Saturday 22nd February 2020.
Northampton Town,2,Exeter City,0, Saturday 22nd February 2020.
Plymouth Argyle,0,Cambridge United,0, Saturday 22nd February 2020.
Salford City,1,Colchester United,2, Saturday 22nd February 2020.
Scunthorpe United,1,Forest Green Rovers,0, Saturday 22nd February 2020.
Swindon Town,3,Grimsby Town,1, Saturday 22nd February 2020.
Walsall,2,Port Vale,2, Saturday 22nd February 2020.
Macclesfield Town,1,Plymouth Argyle,1, Tuesday 18th February 2020.
Cambridge United,2,Bradford City,1, Saturday 15th February 2020.
Cheltenham Town,2,Leyton Orient,1, Saturday 15th February 2020.
Crawley Town,0,Carlisle United,0, Saturday 15th February 2020.
Grimsby Town,2,Morecambe,1, Saturday 15th February 2020.
Macclesfield Town,2,Exeter City,3, Saturday 15th February 2020.
Mansfield Town,1,Newport County AFC,0, Saturday 15th February 2020.
Oldham Athletic,1,Forest Green Rovers,1, Saturday 15th February 2020.
Plymouth Argyle,2,Crewe Alexandra,1, Saturday 15th February 2020.
Port Vale,3,Colchester United,0, Saturday 15th February 2020.
Stevenage,0,Salford City,1, Saturday 15th February 2020.
Walsall,3,Northampton Town,2, Saturday 15th February 2020.
Bradford City,3,Stevenage,1, Tuesday 11th February 2020.
Carlisle United,0,Cheltenham Town,1, Tuesday 11th February 2020.
Colchester United,2,Grimsby Town,3, Tuesday 11th February 2020.
Crewe Alexandra,2,Crawley Town,1, Tuesday 11th February 2020.
Exeter City,5,Oldham Athletic,1, Tuesday 11th February 2020.
Forest Green Rovers,2,Port Vale,3, Tuesday 11th February 2020.
Leyton Orient,2,Mansfield Town,1, Tuesday 11th February 2020.
Morecambe,2,Macclesfield Town,0, Tuesday 11th February 2020.
Newport County AFC,0,Walsall,0, Tuesday 11th February 2020.
Northampton Town,0,Swindon Town,1, Tuesday 11th February 2020.
Salford City,2,Plymouth Argyle,3, Tuesday 11th February 2020.
Scunthorpe United,0,Cambridge United,2, Tuesday 11th February 2020.
Bradford City,1,Grimsby Town,1, Saturday 8th February 2020.
Carlisle United,1,Swindon Town,1, Saturday 8th February 2020.
Colchester United,3,Plymouth Argyle,0, Saturday 8th February 2020.
