Home Team,Home Score,Away Team,Away Score,Match Date
Preston North End,4,Swindon Town,0, Sunday 24th May 2015.
Swindon Town,5,Sheffield United,5, Monday 11th May 2015.
Preston North End,3,Chesterfield,0, Sunday 10th May 2015.
Chesterfield,0,Preston North End,1, Thursday 7th May 2015.
Sheffield United,1,Swindon Town,2, Thursday 7th May 2015.
Barnsley,5,Rochdale,0, Sunday 3rd May 2015.
Bristol City,8,Walsall,2, Sunday 3rd May 2015.
Colchester United,1,Preston North End,0, Sunday 3rd May 2015.
Crawley Town,1,Coventry City,2, Sunday 3rd May 2015.
Crewe Alexandra,0,Bradford City,1, Sunday 3rd May 2015.
Doncaster Rovers,5,Scunthorpe United,2, Sunday 3rd May 2015.
Gillingham,3,Notts County,1, Sunday 3rd May 2015.
Milton Keynes Dons,5,Yeovil Town,1, Sunday 3rd May 2015.
Oldham Athletic,1,Peterborough United,1, Sunday 3rd May 2015.
Port Vale,1,Fleetwood Town,2, Sunday 3rd May 2015.
Sheffield United,1,Chesterfield,1, Sunday 3rd May 2015.
Swindon Town,2,Leyton Orient,2, Sunday 3rd May 2015.
Colchester United,1,Swindon Town,1, Tuesday 28th April 2015.
Bradford City,1,Barnsley,0, Saturday 25th April 2015.
Chesterfield,0,Bristol City,2, Saturday 25th April 2015.
Coventry City,1,Crewe Alexandra,3, Saturday 25th April 2015.
Fleetwood Town,2,Colchester United,3, Saturday 25th April 2015.
Leyton Orient,1,Sheffield United,1, Saturday 25th April 2015.
Notts County,2,Doncaster Rovers,1, Saturday 25th April 2015.
Peterborough United,4,Crawley Town,3, Saturday 25th April 2015.
Preston North End,3,Swindon Town,0, Saturday 25th April 2015.
Rochdale,2,Milton Keynes Dons,3, Saturday 25th April 2015.
Scunthorpe United,2,Gillingham,1, Saturday 25th April 2015.
Walsall,2,Oldham Athletic,0, Saturday 25th April 2015.
Yeovil Town,1,Port Vale,2, Saturday 25th April 2015.
Milton Keynes Dons,3,Doncaster Rovers,0, Tuesday 21st April 2015.
Notts County,1,Preston North End,3, Tuesday 21st April 2015.
Rochdale,1,Leyton Orient,0, Tuesday 21st April 2015.
Scunthorpe United,1,Bradford City,1, Tuesday 21st April 2015.
Swindon Town,3,Walsall,3, Tuesday 21st April 2015.
Barnsley,1,Peterborough United,1, Saturday 18th April 2015.
Bristol City,0,Coventry City,0, Saturday 18th April 2015.
Colchester United,2,Scunthorpe United,2, Saturday 18th April 2015.
Crawley Town,2,Notts County,0, Saturday 18th April 2015.
Crewe Alexandra,1,Walsall,1, Saturday 18th April 2015.
Doncaster Rovers,0,Fleetwood Town,0, Saturday 18th April 2015.
Gillingham,1,Rochdale,0, Saturday 18th April 2015.
Milton Keynes Dons,6,Leyton Orient,1, Saturday 18th April 2015.
Oldham Athletic,0,Chesterfield,0, Saturday 18th April 2015.
Sheffield United,1,Bradford City,1, Saturday 18th April 2015.
Swindon Town,0,Yeovil Town,1, Saturday 18th April 2015.
Port Vale,2,Preston North End,2, Friday 17th April 2015.
Bradford City,0,Bristol City,6, Tuesday 14th April 2015.
Chesterfield,6,Colchester United,0, Tuesday 14th April 2015.
Coventry City,1,Oldham Athletic,1, Tuesday 14th April 2015.
Fleetwood Town,0,Milton Keynes Dons,3, Tuesday 14th April 2015.
Leyton Orient,0,Doncaster Rovers,1, Tuesday 14th April 2015.
Notts County,1,Barnsley,1, Tuesday 14th April 2015.
Peterborough United,1,Crewe Alexandra,1, Tuesday 14th April 2015.
Preston North End,2,Gillingham,2, Tuesday 14th April 2015.
Rochdale,2,Swindon Town,4, Tuesday 14th April 2015.
Scunthorpe United,1,Port Vale,1, Tuesday 14th April 2015.
Walsall,5,Crawley Town,0, Tuesday 14th April 2015.
Yeovil Town,1,Sheffield United,0, Tuesday 14th April 2015.
Barnsley,1,Chesterfield,1, Saturday 11th April 2015.
Coventry City,1,Colchester United,0, Saturday 11th April 2015.
Crewe Alexandra,1,Leyton Orient,1, Saturday 11th April 2015.
Doncaster Rovers,1,Rochdale,1, Saturday 11th April 2015.
Gillingham,1,Bradford City,0, Saturday 11th April 2015.
Oldham Athletic,2,Sheffield United,2, Saturday 11th April 2015.
Port Vale,0,Milton Keynes Dons,0, Saturday 11th April 2015.
Preston North End,1,Bristol City,1, Saturday 11th April 2015.
Scunthorpe United,2,Crawley Town,1, Saturday 11th April 2015.
Swindon Town,1,Peterborough United,0, Saturday 11th April 2015.
Walsall,1,Fleetwood Town,0, Saturday 11th April 2015.
Yeovil Town,1,Notts County,1, Saturday 11th April 2015.
Bristol City,3,Swindon Town,0, Tuesday 7th April 2015.
Milton Keynes Dons,2,Scunthorpe United,0, Tuesday 7th April 2015.
Sheffield United,3,Doncaster Rovers,2, Tuesday 7th April 2015.
Bradford City,0,Preston North End,3, Monday 6th April 2015.
Chesterfield,1,Crewe Alexandra,0, Monday 6th April 2015.
Colchester United,3,Barnsley,1, Monday 6th April 2015.
Crawley Town,2,Oldham Athletic,0, Monday 6th April 2015.
Fleetwood Town,4,Yeovil Town,0, Monday 6th April 2015.
Leyton Orient,3,Gillingham,3, Monday 6th April 2015.
Notts County,0,Coventry City,0, Monday 6th April 2015.
Peterborough United,0,Walsall,0, Monday 6th April 2015.
Rochdale,1,Port Vale,0, Monday 6th April 2015.
Barnsley,0,Sheffield United,2, Saturday 4th April 2015.
Swindon Town,0,Milton Keynes Dons,3, Saturday 4th April 2015.
Crewe Alexandra,0,Crawley Town,0, Friday 3rd April 2015.
Gillingham,0,Fleetwood Town,1, Friday 3rd April 2015.
Oldham Athletic,1,Bristol City,1, Friday 3rd April 2015.
Port Vale,1,Colchester United,2, Friday 3rd April 2015.
Preston North End,1,Rochdale,0, Friday 3rd April 2015.
Scunthorpe United,2,Peterborough United,0, Friday 3rd April 2015.
Walsall,0,Notts County,0, Friday 3rd April 2015.
Yeovil Town,2,Chesterfield,3,https://www.skysports.com/football/yeovil-town-vs-chesterfield/314798
Doncaster Rovers,0,Bradford City,3, Friday 3rd April 2015.
Coventry City,0,Leyton Orient,1, Wednesday 1st April 2015.
Bradford City,0,Chesterfield,1, Tuesday 31st March 2015.
Fleetwood Town,1,Preston North End,1, Sunday 29th March 2015.
Bradford City,2,Oldham Athletic,0, Saturday 28th March 2015.
Bristol City,2,Barnsley,2, Saturday 28th March 2015.
Chesterfield,1,Walsall,0, Saturday 28th March 2015.
Crawley Town,1,Gillingham,2, Saturday 28th March 2015.
Leyton Orient,3,Port Vale,1, Saturday 28th March 2015.
Notts County,2,Scunthorpe United,2, Saturday 28th March 2015.
Peterborough United,0,Coventry City,1, Saturday 28th March 2015.
Rochdale,2,Yeovil Town,1, Saturday 28th March 2015.
Sheffield United,1,Crewe Alexandra,2, Saturday 28th March 2015.
Oldham Athletic,3,Rochdale,0, Tuesday 24th March 2015.
Sheffield United,4,Scunthorpe United,0, Tuesday 24th March 2015.
Barnsley,1,Preston North End,1, Saturday 21st March 2015.
Bradford City,2,Fleetwood Town,2, Saturday 21st March 2015.
Coventry City,1,Doncaster Rovers,3, Saturday 21st March 2015.
Crawley Town,1,Leyton Orient,0, Saturday 21st March 2015.
Crewe Alexandra,0,Oldham Athletic,1, Saturday 21st March 2015.
Gillingham,2,Colchester United,2, Saturday 21st March 2015.
Milton Keynes Dons,4,Notts County,1, Saturday 21st March 2015.
Peterborough United,1,Chesterfield,0, Saturday 21st March 2015.
Rochdale,3,Scunthorpe United,1, Saturday 21st March 2015.
Sheffield United,1,Port Vale,0, Saturday 21st March 2015.
Bristol City,3,Crewe Alexandra,0, Tuesday 17th March 2015.
Chesterfield,3,Gillingham,0, Tuesday 17th March 2015.
Colchester United,2,Yeovil Town,0, Tuesday 17th March 2015.
Doncaster Rovers,1,Swindon Town,2, Tuesday 17th March 2015.
Fleetwood Town,0,Coventry City,2, Tuesday 17th March 2015.
Leyton Orient,0,Barnsley,0, Tuesday 17th March 2015.
Notts County,1,Rochdale,2, Tuesday 17th March 2015.
Oldham Athletic,1,Milton Keynes Dons,3, Tuesday 17th March 2015.
Port Vale,2,Crawley Town,3, Tuesday 17th March 2015.
Preston North End,2,Peterborough United,0, Tuesday 17th March 2015.
Walsall,1,Sheffield United,1, Tuesday 17th March 2015.
Bristol City,0,Gillingham,0, Saturday 14th March 2015.
Chesterfield,2,Coventry City,3, Saturday 14th March 2015.
Colchester United,2,Crawley Town,3,https://www.skysports.com/football/colchester-united-vs-crawley-town/314741
Doncaster Rovers,0,Peterborough United,2, Saturday 14th March 2015.
Fleetwood Town,1,Rochdale,0, Saturday 14th March 2015.
Leyton Orient,3,Yeovil Town,0, Saturday 14th March 2015.
Notts County,1,Bradford City,1, Saturday 14th March 2015.
