Home Team,Home Score,Away Team,Away Score,Match Date
Cagliari,2,AC Milan,1, Sunday 28th May 2017.
Roma,3,Genoa,2, Sunday 28th May 2017.
Sampdoria,2,Napoli,4, Sunday 28th May 2017.
Crotone,3,Lazio,1, Sunday 28th May 2017.
Fiorentina,2,Pescara,2, Sunday 28th May 2017.
Inter Milan,5,Udinese,2, Sunday 28th May 2017.
Palermo,2,Empoli,1, Sunday 28th May 2017.
Torino,5,Sassuolo,3, Sunday 28th May 2017.
Atalanta,1,Chievo,0, Saturday 27th May 2017.
Bologna,1,Juventus,2, Saturday 27th May 2017.
Pescara,2,Palermo,0, Monday 22nd May 2017.
AC Milan,3,Bologna,0, Sunday 21st May 2017.
Empoli,0,Atalanta,1, Sunday 21st May 2017.
Genoa,2,Torino,1, Sunday 21st May 2017.
Juventus,3,Crotone,0, Sunday 21st May 2017.
Sassuolo,6,Cagliari,2, Sunday 21st May 2017.
Udinese,1,Sampdoria,1, Sunday 21st May 2017.
Lazio,1,Inter Milan,3, Sunday 21st May 2017.
Chievo,3,Roma,5, Saturday 20th May 2017.
Napoli,4,Fiorentina,1, Saturday 20th May 2017.
Inter Milan,1,Sassuolo,2, Sunday 14th May 2017.
Bologna,3,Pescara,1, Sunday 14th May 2017.
Cagliari,3,Empoli,2, Sunday 14th May 2017.
Crotone,1,Udinese,0, Sunday 14th May 2017.
Palermo,1,Genoa,0, Sunday 14th May 2017.
Sampdoria,1,Chievo,1, Sunday 14th May 2017.
Torino,0,Napoli,5, Sunday 14th May 2017.
Roma,3,Juventus,1, Sunday 14th May 2017.
Fiorentina,3,Lazio,2, Saturday 13th May 2017.
Atalanta,1,AC Milan,1, Saturday 13th May 2017.
Udinese,1,Atalanta,1, Sunday 7th May 2017.
Chievo,1,Palermo,1, Sunday 7th May 2017.
Empoli,3,Bologna,1, Sunday 7th May 2017.
Genoa,1,Inter Milan,0, Sunday 7th May 2017.
Lazio,7,Sampdoria,3, Sunday 7th May 2017.
Pescara,0,Crotone,1, Sunday 7th May 2017.
Sassuolo,2,Fiorentina,2, Sunday 7th May 2017.
AC Milan,1,Roma,4, Sunday 7th May 2017.
Napoli,3,Cagliari,1, Saturday 6th May 2017.
Juventus,1,Torino,1, Saturday 6th May 2017.
Roma,1,Lazio,3, Sunday 30th April 2017.
Bologna,4,Udinese,0, Sunday 30th April 2017.
Cagliari,1,Pescara,0, Sunday 30th April 2017.
Crotone,1,AC Milan,1, Sunday 30th April 2017.
Empoli,1,Sassuolo,3, Sunday 30th April 2017.
Genoa,1,Chievo,2, Sunday 30th April 2017.
Palermo,2,Fiorentina,0, Sunday 30th April 2017.
Inter Milan,0,Napoli,1, Sunday 30th April 2017.
Torino,1,Sampdoria,1, Saturday 29th April 2017.
Atalanta,2,Juventus,2, Friday 28th April 2017.
Pescara,1,Roma,4, Monday 24th April 2017.
Sassuolo,2,Napoli,2, Sunday 23rd April 2017.
AC Milan,1,Empoli,2, Sunday 23rd April 2017.
Chievo,1,Torino,3, Sunday 23rd April 2017.
Lazio,6,Palermo,2, Sunday 23rd April 2017.
Sampdoria,1,Crotone,2, Sunday 23rd April 2017.
Udinese,2,Cagliari,1, Sunday 23rd April 2017.
Juventus,4,Genoa,0, Sunday 23rd April 2017.
Atalanta,3,Bologna,2, Saturday 22nd April 2017.
Fiorentina,5,Inter Milan,4, Saturday 22nd April 2017.
Inter Milan,2,AC Milan,2, Saturday 15th April 2017.
Cagliari,4,Chievo,0, Saturday 15th April 2017.
Fiorentina,1,Empoli,2, Saturday 15th April 2017.
Genoa,2,Lazio,2, Saturday 15th April 2017.
Palermo,0,Bologna,0, Saturday 15th April 2017.
Pescara,0,Juventus,2, Saturday 15th April 2017.
Roma,1,Atalanta,1, Saturday 15th April 2017.
Torino,1,Crotone,1, Saturday 15th April 2017.
Sassuolo,2,Sampdoria,1, Saturday 15th April 2017.
Napoli,3,Udinese,0, Saturday 15th April 2017.
Sampdoria,2,Fiorentina,2, Sunday 9th April 2017.
AC Milan,4,Palermo,0, Sunday 9th April 2017.
Bologna,0,Roma,3, Sunday 9th April 2017.
Cagliari,2,Torino,3, Sunday 9th April 2017.
Crotone,2,Inter Milan,1, Sunday 9th April 2017.
Udinese,3,Genoa,0, Sunday 9th April 2017.
Lazio,0,Napoli,3, Sunday 9th April 2017.
Empoli,1,Pescara,1, Saturday 8th April 2017.
Atalanta,1,Sassuolo,1, Saturday 8th April 2017.
Juventus,2,Chievo,0, Saturday 8th April 2017.
Inter Milan,1,Sampdoria,2, Monday 3rd April 2017.
Torino,2,Udinese,2, Sunday 2nd April 2017.
Chievo,1,Crotone,2, Sunday 2nd April 2017.
Fiorentina,1,Bologna,0, Sunday 2nd April 2017.
Genoa,0,Atalanta,5, Sunday 2nd April 2017.
Palermo,1,Cagliari,3, Sunday 2nd April 2017.
Pescara,1,AC Milan,1, Sunday 2nd April 2017.
Napoli,1,Juventus,1, Sunday 2nd April 2017.
Sassuolo,1,Lazio,2, Saturday 1st April 2017.
Roma,2,Empoli,0, Saturday 1st April 2017.
Empoli,2,Napoli,3, Sunday 19th March 2017.
Atalanta,3,Pescara,0, Sunday 19th March 2017.
Bologna,4,Chievo,1, Sunday 19th March 2017.
Cagliari,0,Lazio,0, Sunday 19th March 2017.
Crotone,0,Fiorentina,1, Sunday 19th March 2017.
Sampdoria,0,Juventus,1, Sunday 19th March 2017.
Udinese,4,Palermo,1, Sunday 19th March 2017.
Roma,3,Sassuolo,1, Sunday 19th March 2017.
Torino,2,Inter Milan,2, Saturday 18th March 2017.
AC Milan,1,Genoa,0, Saturday 18th March 2017.
Lazio,3,Torino,1, Monday 13th March 2017.
Sassuolo,0,Bologna,1, Sunday 12th March 2017.
Chievo,4,Empoli,0, Sunday 12th March 2017.
Fiorentina,1,Cagliari,0, Sunday 12th March 2017.
Inter Milan,7,Atalanta,1, Sunday 12th March 2017.
Napoli,3,Crotone,0, Sunday 12th March 2017.
Pescara,1,Udinese,3, Sunday 12th March 2017.
Palermo,0,Roma,3, Sunday 12th March 2017.
Genoa,0,Sampdoria,1, Saturday 11th March 2017.
Juventus,2,AC Milan,1, Friday 10th March 2017.
Atalanta,0,Fiorentina,0, Sunday 5th March 2017.
