Home Team,Home Score,Away Team,Away Score,Match Date
Brentford,1,Yeovil Town,2, Sunday 19th May 2013.
Yeovil Town,2,Sheffield United,0, Monday 6th May 2013.
Brentford,3,Swindon Town,3, Monday 6th May 2013.
Swindon Town,1,Brentford,1, Saturday 4th May 2013.
Sheffield United,1,Yeovil Town,0, Friday 3rd May 2013.
Brentford,0,Doncaster Rovers,1, Saturday 27th April 2013.
Bury,3,Yeovil Town,2, Saturday 27th April 2013.
Carlisle United,0,Colchester United,2, Saturday 27th April 2013.
Crawley Town,2,Hartlepool United,2, Saturday 27th April 2013.
Crewe Alexandra,2,Walsall,0, Saturday 27th April 2013.
Leyton Orient,1,Oldham Athletic,1, Saturday 27th April 2013.
Notts County,2,Coventry City,2, Saturday 27th April 2013.
Scunthorpe United,3,Swindon Town,1, Saturday 27th April 2013.
Sheffield United,0,Preston North End,0, Saturday 27th April 2013.
Shrewsbury Town,3,Portsmouth,2, Saturday 27th April 2013.
Stevenage,0,Milton Keynes Dons,2, Saturday 27th April 2013.
Tranmere Rovers,0,Bournemouth,0, Saturday 27th April 2013.
Crawley Town,1,Preston North End,0, Tuesday 23rd April 2013.
Crewe Alexandra,1,Sheffield United,0, Tuesday 23rd April 2013.
Shrewsbury Town,1,Oldham Athletic,0, Tuesday 23rd April 2013.
Bournemouth,3,Carlisle United,1, Saturday 20th April 2013.
Colchester United,0,Shrewsbury Town,0, Saturday 20th April 2013.
Coventry City,0,Leyton Orient,1, Saturday 20th April 2013.
Doncaster Rovers,0,Notts County,1, Saturday 20th April 2013.
Milton Keynes Dons,0,Scunthorpe United,1, Saturday 20th April 2013.
Oldham Athletic,2,Crawley Town,1, Saturday 20th April 2013.
Portsmouth,3,Sheffield United,0, Saturday 20th April 2013.
Preston North End,1,Tranmere Rovers,0, Saturday 20th April 2013.
Swindon Town,3,Stevenage,0, Saturday 20th April 2013.
Walsall,1,Bury,1, Saturday 20th April 2013.
Yeovil Town,1,Crewe Alexandra,0, Saturday 20th April 2013.
Hartlepool United,1,Brentford,1, Saturday 20th April 2013.
Bury,2,Scunthorpe United,1, Tuesday 16th April 2013.
Colchester United,0,Milton Keynes Dons,2, Tuesday 16th April 2013.
Oldham Athletic,1,Yeovil Town,0, Tuesday 16th April 2013.
Sheffield United,2,Brentford,2, Tuesday 16th April 2013.
Swindon Town,4,Crewe Alexandra,1, Tuesday 16th April 2013.
Brentford,3,Portsmouth,2, Saturday 13th April 2013.
Bury,0,Oldham Athletic,1, Saturday 13th April 2013.
Carlisle United,1,Preston North End,1, Saturday 13th April 2013.
Crawley Town,2,Coventry City,0, Saturday 13th April 2013.
Crewe Alexandra,1,Doncaster Rovers,2, Saturday 13th April 2013.
Leyton Orient,2,Milton Keynes Dons,0, Saturday 13th April 2013.
Notts County,3,Colchester United,1, Saturday 13th April 2013.
Scunthorpe United,1,Walsall,1, Saturday 13th April 2013.
Sheffield United,2,Swindon Town,0, Saturday 13th April 2013.
Shrewsbury Town,0,Bournemouth,3, Saturday 13th April 2013.
Stevenage,0,Yeovil Town,2, Saturday 13th April 2013.
Tranmere Rovers,0,Hartlepool United,1, Saturday 13th April 2013.
Crewe Alexandra,0,Brentford,2, Wednesday 10th April 2013.
Doncaster Rovers,0,Carlisle United,2, Tuesday 9th April 2013.
Milton Keynes Dons,2,Swindon Town,0, Tuesday 9th April 2013.
Preston North End,2,Oldham Athletic,0, Tuesday 9th April 2013.
Sheffield United,0,Crawley Town,2, Tuesday 9th April 2013.
Bournemouth,3,Notts County,1, Saturday 6th April 2013.
Colchester United,2,Leyton Orient,1, Saturday 6th April 2013.
Coventry City,1,Brentford,1, Saturday 6th April 2013.
Doncaster Rovers,1,Tranmere Rovers,0, Saturday 6th April 2013.
Hartlepool United,2,Bury,0, Saturday 6th April 2013.
Milton Keynes Dons,0,Crawley Town,0, Saturday 6th April 2013.
Oldham Athletic,1,Carlisle United,2, Saturday 6th April 2013.
Portsmouth,0,Stevenage,0, Saturday 6th April 2013.
Preston North End,3,Scunthorpe United,0, Saturday 6th April 2013.
Walsall,1,Sheffield United,1, Saturday 6th April 2013.
Yeovil Town,2,Shrewsbury Town,1, Saturday 6th April 2013.
Doncaster Rovers,1,Swindon Town,0, Monday 1st April 2013.
Bournemouth,1,Scunthorpe United,0, Monday 1st April 2013.
Crewe Alexandra,1,Preston North End,0, Monday 1st April 2013.
Leyton Orient,2,Bury,0, Monday 1st April 2013.
Milton Keynes Dons,2,Brentford,0, Monday 1st April 2013.
Notts County,1,Yeovil Town,2, Monday 1st April 2013.
Oldham Athletic,1,Colchester United,1, Monday 1st April 2013.
Portsmouth,1,Tranmere Rovers,0, Monday 1st April 2013.
Sheffield United,0,Carlisle United,0, Monday 1st April 2013.
Shrewsbury Town,3,Crawley Town,0, Monday 1st April 2013.
Stevenage,1,Hartlepool United,0, Monday 1st April 2013.
Walsall,4,Coventry City,0, Monday 1st April 2013.
Brentford,2,Notts County,1, Friday 29th March 2013.
Bury,2,Crewe Alexandra,2, Friday 29th March 2013.
Carlisle United,2,Shrewsbury Town,2, Friday 29th March 2013.
Colchester United,0,Bournemouth,1, Friday 29th March 2013.
Coventry City,1,Doncaster Rovers,0, Friday 29th March 2013.
Crawley Town,1,Stevenage,1, Friday 29th March 2013.
Hartlepool United,0,Milton Keynes Dons,2, Friday 29th March 2013.
Scunthorpe United,2,Leyton Orient,1, Friday 29th March 2013.
Swindon Town,1,Oldham Athletic,1, Friday 29th March 2013.
Tranmere Rovers,0,Sheffield United,1, Friday 29th March 2013.
Yeovil Town,0,Walsall,0, Friday 29th March 2013.
Preston North End,1,Portsmouth,1, Friday 29th March 2013.
Crawley Town,2,Crewe Alexandra,0, Tuesday 26th March 2013.
