Home Team,Home Score,Away Team,Away Score,Match Date
Real Sociedad,1,Villarreal,2, Sunday 18th May 2014.
Almeria,0,Athletic Bilbao,0, Sunday 18th May 2014.
Osasuna,2,Real Betis,1, Sunday 18th May 2014.
Rayo Vallecano,1,Getafe,2,https://www.skysports.com/football/r-vallecano-vs-getafe/295683
Real Valladolid,0,Granada,1,https://www.skysports.com/football/valladolid-vs-granada/295686
Sevilla,3,Elche,1, Sunday 18th May 2014.
Real Madrid,3,Espanyol,1, Saturday 17th May 2014.
Barcelona,1,Atletico Madrid,1, Saturday 17th May 2014.
Valencia,2,Celta Vigo,1, Saturday 17th May 2014.
Malaga,1,Levante,0, Friday 16th May 2014.
Athletic Bilbao,1,Real Sociedad,1, Sunday 11th May 2014.
Atletico Madrid,1,Malaga,1, Sunday 11th May 2014.
Celta Vigo,2,Real Madrid,0, Sunday 11th May 2014.
Elche,0,Barcelona,0, Sunday 11th May 2014.
Espanyol,1,Osasuna,1, Sunday 11th May 2014.
Getafe,1,Sevilla,0, Sunday 11th May 2014.
Granada,0,Almeria,2, Sunday 11th May 2014.
Real Betis,4,Real Valladolid,3, Sunday 11th May 2014.
Villarreal,4,Rayo Vallecano,0, Saturday 10th May 2014.
Levante,2,Valencia,0, Saturday 10th May 2014.
Real Valladolid,1,Real Madrid,1, Wednesday 7th May 2014.
Real Sociedad,1,Granada,1, Monday 5th May 2014.
Almeria,3,Real Betis,2, Sunday 4th May 2014.
Levante,2,Atletico Madrid,0, Sunday 4th May 2014.
Sevilla,0,Villarreal,0, Sunday 4th May 2014.
Real Madrid,2,Valencia,2, Sunday 4th May 2014.
Barcelona,2,Getafe,2, Saturday 3rd May 2014.
Malaga,0,Elche,1, Saturday 3rd May 2014.
Osasuna,0,Celta Vigo,2, Saturday 3rd May 2014.
Real Valladolid,1,Espanyol,0, Saturday 3rd May 2014.
Rayo Vallecano,0,Athletic Bilbao,3, Friday 2nd May 2014.
Celta Vigo,4,Real Valladolid,1, Monday 28th April 2014.
Espanyol,1,Almeria,2, Sunday 27th April 2014.
Valencia,0,Atletico Madrid,1, Sunday 27th April 2014.
Athletic Bilbao,3,Sevilla,1, Sunday 27th April 2014.
Villarreal,2,Barcelona,3, Sunday 27th April 2014.
Granada,0,Rayo Vallecano,3, Saturday 26th April 2014.
Getafe,1,Malaga,0, Saturday 26th April 2014.
Real Madrid,4,Osasuna,0, Saturday 26th April 2014.
Real Betis,0,Real Sociedad,1, Saturday 26th April 2014.
Elche,1,Levante,1, Friday 25th April 2014.
