Home Team,Home Score,Away Team,Away Score,Match Date
Troyes,1,RC Lens,2, Friday 24th May 2019.
Amiens,2,Guingamp,1, Friday 24th May 2019.
Angers,1,St Etienne,1, Friday 24th May 2019.
Caen,0,Bordeaux,1, Friday 24th May 2019.
Dijon,2,Toulouse,1, Friday 24th May 2019.
Marseille,1,Montpellier,0, Friday 24th May 2019.
Nantes,0,Strasbourg,1, Friday 24th May 2019.
Nice,2,Monaco,0, Friday 24th May 2019.
Nimes,2,Lyon,3, Friday 24th May 2019.
Reims,3,Paris Saint-Germain,1, Friday 24th May 2019.
Rennes,3,Lille,1, Friday 24th May 2019.
Paris FC,1,RC Lens,1, Tuesday 21st May 2019.
Bordeaux,0,Reims,1, Saturday 18th May 2019.
Guingamp,2,Nimes,2, Saturday 18th May 2019.
Lille,5,Angers,0, Saturday 18th May 2019.
Lyon,4,Caen,0, Saturday 18th May 2019.
Monaco,2,Amiens,0, Saturday 18th May 2019.
Montpellier,1,Nantes,1, Saturday 18th May 2019.
Paris Saint-Germain,4,Dijon,0, Saturday 18th May 2019.
St Etienne,3,Nice,0, Saturday 18th May 2019.
Strasbourg,0,Rennes,2, Saturday 18th May 2019.
Toulouse,2,Marseille,5, Saturday 18th May 2019.
Rennes,1,Guingamp,1, Sunday 12th May 2019.
Lille,1,Bordeaux,0, Sunday 12th May 2019.
Marseille,0,Lyon,3, Sunday 12th May 2019.
Angers,1,Paris Saint-Germain,2, Saturday 11th May 2019.
Amiens,0,Toulouse,0, Saturday 11th May 2019.
Caen,3,Reims,2, Saturday 11th May 2019.
Dijon,2,Strasbourg,1, Saturday 11th May 2019.
Nice,1,Nantes,1, Saturday 11th May 2019.
Nimes,1,Monaco,0, Saturday 11th May 2019.
St Etienne,0,Montpellier,1, Friday 10th May 2019.
Montpellier,1,Amiens,1, Sunday 5th May 2019.
Nantes,3,Dijon,0, Sunday 5th May 2019.
Toulouse,2,Rennes,2, Sunday 5th May 2019.
Monaco,2,St Etienne,3, Sunday 5th May 2019.
Lyon,2,Lille,2, Sunday 5th May 2019.
Paris Saint-Germain,1,Nice,1, Saturday 4th May 2019.
