Home Team,Home Score,Away Team,Away Score,Match Date
Stevenage,1,Torquay United,0, Saturday 28th May 2011.
Accrington Stanley,0,Stevenage,1, Friday 20th May 2011.
Shrewsbury Town,0,Torquay United,0, Friday 20th May 2011.
Stevenage,2,Accrington Stanley,0, Sunday 15th May 2011.
Torquay United,2,Shrewsbury Town,0, Saturday 14th May 2011.
Barnet,1,Port Vale,0, Saturday 7th May 2011.
Bradford City,1,Crewe Alexandra,5, Saturday 7th May 2011.
Burton Albion,1,Accrington Stanley,1, Saturday 7th May 2011.
Chesterfield,3,Gillingham,1, Saturday 7th May 2011.
Lincoln City,0,Aldershot Town,3, Saturday 7th May 2011.
Macclesfield Town,1,Hereford FC,1, Saturday 7th May 2011.
Morecambe,1,Northampton Town,2, Saturday 7th May 2011.
Rotherham United,3,Torquay United,1, Saturday 7th May 2011.
Shrewsbury Town,3,Oxford United,0, Saturday 7th May 2011.
Stevenage,3,Bury,3, Saturday 7th May 2011.
Stockport County,1,Cheltenham Town,1, Saturday 7th May 2011.
Wycombe Wanderers,3,Southend United,1, Saturday 7th May 2011.
Accrington Stanley,3,Barnet,1, Saturday 30th April 2011.
Aldershot Town,2,Rotherham United,2, Saturday 30th April 2011.
Bury,1,Wycombe Wanderers,3, Saturday 30th April 2011.
Cheltenham Town,0,Shrewsbury Town,1, Saturday 30th April 2011.
Crewe Alexandra,2,Stockport County,0, Saturday 30th April 2011.
Gillingham,2,Macclesfield Town,4, Saturday 30th April 2011.
Hereford FC,1,Bradford City,1, Saturday 30th April 2011.
Northampton Town,2,Stevenage,0, Saturday 30th April 2011.
Oxford United,2,Lincoln City,1, Saturday 30th April 2011.
Port Vale,7,Morecambe,2, Saturday 30th April 2011.
Southend United,1,Burton Albion,1, Saturday 30th April 2011.
Torquay United,0,Chesterfield,0, Friday 29th April 2011.
Barnet,2,Oxford United,2, Monday 25th April 2011.
Bradford City,2,Aldershot Town,1, Monday 25th April 2011.
Burton Albion,3,Torquay United,3, Monday 25th April 2011.
Chesterfield,2,Bury,3, Monday 25th April 2011.
Lincoln City,0,Cheltenham Town,2, Monday 25th April 2011.
Macclesfield Town,0,Southend United,0, Monday 25th April 2011.
Morecambe,1,Hereford FC,1, Monday 25th April 2011.
Rotherham United,0,Gillingham,1, Monday 25th April 2011.
Shrewsbury Town,0,Accrington Stanley,0, Monday 25th April 2011.
Stevenage,1,Port Vale,0, Monday 25th April 2011.
Stockport County,2,Northampton Town,2, Monday 25th April 2011.
Wycombe Wanderers,2,Crewe Alexandra,0, Monday 25th April 2011.
Hereford FC,0,Shrewsbury Town,2, Saturday 23rd April 2011.
Accrington Stanley,3,Bradford City,0, Saturday 23rd April 2011.
Aldershot Town,1,Burton Albion,2, Saturday 23rd April 2011.
Cheltenham Town,0,Macclesfield Town,1, Saturday 23rd April 2011.
Gillingham,2,Barnet,4, Saturday 23rd April 2011.
Oxford United,0,Chesterfield,0, Saturday 23rd April 2011.
Port Vale,1,Stockport County,2, Saturday 23rd April 2011.
Bury,1,Lincoln City,0, Friday 22nd April 2011.
Crewe Alexandra,2,Morecambe,1, Friday 22nd April 2011.
Southend United,1,Stevenage,0, Friday 22nd April 2011.
Torquay United,0,Wycombe Wanderers,0, Friday 22nd April 2011.
Northampton Town,2,Rotherham United,2, Friday 22nd April 2011.
Bradford City,1,Burton Albion,1, Tuesday 19th April 2011.
Accrington Stanley,0,Oxford United,0, Saturday 16th April 2011.
Burton Albion,2,Cheltenham Town,0, Saturday 16th April 2011.
Bury,2,Barnet,0, Saturday 16th April 2011.
Chesterfield,2,Macclesfield Town,1, Saturday 16th April 2011.
Crewe Alexandra,1,Lincoln City,1, Saturday 16th April 2011.
Gillingham,1,Morecambe,1, Saturday 16th April 2011.
Rotherham United,0,Hereford FC,0, Saturday 16th April 2011.
Shrewsbury Town,2,Stockport County,0, Saturday 16th April 2011.
Stevenage,2,Aldershot Town,2, Saturday 16th April 2011.
Torquay United,0,Port Vale,0, Saturday 16th April 2011.
Wycombe Wanderers,2,Northampton Town,2, Saturday 16th April 2011.
Southend United,4,Bradford City,0, Friday 15th April 2011.
Bury,1,Burton Albion,0, Tuesday 12th April 2011.
Aldershot Town,3,Shrewsbury Town,0, Saturday 9th April 2011.
Barnet,2,Crewe Alexandra,1, Saturday 9th April 2011.
Bradford City,0,Torquay United,3, Saturday 9th April 2011.
Cheltenham Town,1,Rotherham United,1, Saturday 9th April 2011.
Hereford FC,3,Chesterfield,0, Saturday 9th April 2011.
Lincoln City,0,Gillingham,4, Saturday 9th April 2011.
Morecambe,2,Burton Albion,1, Saturday 9th April 2011.
Northampton Town,2,Bury,4, Saturday 9th April 2011.
Oxford United,2,Wycombe Wanderers,2, Saturday 9th April 2011.
Port Vale,1,Southend United,1, Saturday 9th April 2011.
Stockport County,2,Stevenage,2, Saturday 9th April 2011.
Macclesfield Town,2,Accrington Stanley,2, Friday 8th April 2011.
Accrington Stanley,3,Southend United,1, Tuesday 5th April 2011.
Burton Albion,1,Northampton Town,1, Tuesday 5th April 2011.
Hereford FC,0,Wycombe Wanderers,0, Tuesday 5th April 2011.
Macclesfield Town,0,Bradford City,1, Tuesday 5th April 2011.
Accrington Stanley,3,Northampton Town,1, Saturday 2nd April 2011.
Burton Albion,1,Barnet,4, Saturday 2nd April 2011.
Bury,3,Oxford United,0, Saturday 2nd April 2011.
Chesterfield,2,Port Vale,0, Saturday 2nd April 2011.
Crewe Alexandra,8,Cheltenham Town,1, Saturday 2nd April 2011.
Gillingham,0,Hereford FC,0, Saturday 2nd April 2011.
Rotherham United,0,Morecambe,1, Saturday 2nd April 2011.
Shrewsbury Town,4,Macclesfield Town,1, Saturday 2nd April 2011.
Southend United,0,Aldershot Town,0, Saturday 2nd April 2011.
Stevenage,2,Bradford City,1, Saturday 2nd April 2011.
Torquay United,2,Lincoln City,0, Saturday 2nd April 2011.
Wycombe Wanderers,2,Stockport County,0, Saturday 2nd April 2011.
Accrington Stanley,4,Hereford FC,0, Wednesday 30th March 2011.
Burton Albion,3,Macclesfield Town,2, Wednesday 30th March 2011.
Port Vale,2,Lincoln City,1, Tuesday 29th March 2011.
Rotherham United,1,Shrewsbury Town,3, Tuesday 29th March 2011.
Cheltenham Town,1,Gillingham,2, Sunday 27th March 2011.
Hereford FC,1,Crewe Alexandra,0, Sunday 27th March 2011.
Oxford United,3,Burton Albion,0, Sunday 27th March 2011.
Aldershot Town,1,Accrington Stanley,1, Saturday 26th March 2011.
Macclesfield Town,0,Stevenage,4, Saturday 26th March 2011.
Morecambe,0,Wycombe Wanderers,3, Saturday 26th March 2011.
Port Vale,0,Bury,0, Saturday 26th March 2011.
Stockport County,2,Southend United,1, Saturday 26th March 2011.
Bradford City,1,Shrewsbury Town,2, Saturday 26th March 2011.
Barnet,2,Chesterfield,2, Saturday 26th March 2011.
Lincoln City,0,Rotherham United,6, Friday 25th March 2011.
Northampton Town,2,Torquay United,2, Friday 25th March 2011.
Aldershot Town,1,Barnet,0, Tuesday 22nd March 2011.
Burton Albion,0,Stevenage,2, Tuesday 22nd March 2011.
Crewe Alexandra,0,Accrington Stanley,0, Tuesday 22nd March 2011.
Morecambe,1,Macclesfield Town,2, Tuesday 22nd March 2011.
Port Vale,1,Hereford FC,1, Tuesday 22nd March 2011.
Torquay United,2,Cheltenham Town,1, Tuesday 22nd March 2011.
Accrington Stanley,3,Port Vale,0, Saturday 19th March 2011.
Aldershot Town,1,Stockport County,0, Saturday 19th March 2011.
Barnet,1,Morecambe,2, Saturday 19th March 2011.
Bradford City,1,Northampton Town,1, Saturday 19th March 2011.
Burton Albion,1,Gillingham,1, Saturday 19th March 2011.
Bury,2,Cheltenham Town,3, Saturday 19th March 2011.
Macclesfield Town,3,Torquay United,3, Saturday 19th March 2011.
Oxford United,2,Crewe Alexandra,1, Saturday 19th March 2011.
Shrewsbury Town,1,Wycombe Wanderers,1, Saturday 19th March 2011.
Stevenage,2,Lincoln City,1, Saturday 19th March 2011.
Chesterfield,5,Rotherham United,0, Friday 18th March 2011.
Southend United,4,Hereford FC,0, Friday 18th March 2011.
Accrington Stanley,3,Burton Albion,1, Tuesday 15th March 2011.
Bury,1,Torquay United,2, Tuesday 15th March 2011.
Crewe Alexandra,1,Southend United,0, Tuesday 15th March 2011.
Macclesfield Town,1,Lincoln City,1, Tuesday 15th March 2011.
Oxford United,1,Stevenage,2, Tuesday 15th March 2011.
Cheltenham Town,1,Aldershot Town,2, Saturday 12th March 2011.
Crewe Alexandra,2,Chesterfield,0, Saturday 12th March 2011.
Gillingham,3,Accrington Stanley,1, Saturday 12th March 2011.
Hereford FC,1,Barnet,2, Saturday 12th March 2011.
Lincoln City,2,Southend United,1, Saturday 12th March 2011.
Morecambe,0,Bradford City,1, Saturday 12th March 2011.
Northampton Town,0,Macclesfield Town,1, Saturday 12th March 2011.
Port Vale,1,Oxford United,2, Saturday 12th March 2011.
Rotherham United,0,Bury,0, Saturday 12th March 2011.
Stockport County,0,Burton Albion,0, Saturday 12th March 2011.
Torquay United,5,Shrewsbury Town,0, Saturday 12th March 2011.
Wycombe Wanderers,0,Stevenage,1, Saturday 12th March 2011.
Accrington Stanley,3,Stockport County,0, Tuesday 8th March 2011.
