Home Team,Home Score,Away Team,Away Score,Match Date
Newport County AFC,0,Tranmere Rovers,1, Saturday 25th May 2019.
Forest Green Rovers,1,Tranmere Rovers,1, Monday 13th May 2019.
Mansfield Town,0,Newport County AFC,0, Sunday 12th May 2019.
Tranmere Rovers,1,Forest Green Rovers,0, Friday 10th May 2019.
Newport County AFC,1,Mansfield Town,1, Thursday 9th May 2019.
Bury,1,Port Vale,1, Saturday 4th May 2019.
Crawley Town,3,Tranmere Rovers,1, Saturday 4th May 2019.
Forest Green Rovers,0,Exeter City,0, Saturday 4th May 2019.
Grimsby Town,2,Crewe Alexandra,0, Saturday 4th May 2019.
Lincoln City,0,Colchester United,3, Saturday 4th May 2019.
Macclesfield Town,1,Cambridge United,1, Saturday 4th May 2019.
Milton Keynes Dons,1,Mansfield Town,0, Saturday 4th May 2019.
Morecambe,1,Newport County AFC,1, Saturday 4th May 2019.
Oldham Athletic,2,Northampton Town,5, Saturday 4th May 2019.
Stevenage,2,Cheltenham Town,0, Saturday 4th May 2019.
Swindon Town,3,Notts County,1, Saturday 4th May 2019.
Yeovil Town,0,Carlisle United,0, Saturday 4th May 2019.
Newport County AFC,2,Oldham Athletic,0, Tuesday 30th April 2019.
Tranmere Rovers,1,Bury,1, Tuesday 30th April 2019.
Cambridge United,1,Morecambe,2, Saturday 27th April 2019.
Carlisle United,4,Crawley Town,2, Saturday 27th April 2019.
Cheltenham Town,3,Swindon Town,2, Saturday 27th April 2019.
Colchester United,2,Milton Keynes Dons,0, Saturday 27th April 2019.
Crewe Alexandra,4,Forest Green Rovers,3, Saturday 27th April 2019.
Exeter City,1,Oldham Athletic,0, Saturday 27th April 2019.
Mansfield Town,1,Stevenage,2, Saturday 27th April 2019.
Newport County AFC,1,Lincoln City,0, Saturday 27th April 2019.
Northampton Town,2,Yeovil Town,2, Saturday 27th April 2019.
Notts County,2,Grimsby Town,1, Saturday 27th April 2019.
Port Vale,0,Macclesfield Town,1, Saturday 27th April 2019.
Bury,3,Northampton Town,1, Monday 22nd April 2019.
Crawley Town,1,Notts County,1, Monday 22nd April 2019.
Forest Green Rovers,2,Cambridge United,1, Monday 22nd April 2019.
Grimsby Town,1,Carlisle United,0, Monday 22nd April 2019.
Lincoln City,0,Tranmere Rovers,0, Monday 22nd April 2019.
Macclesfield Town,0,Newport County AFC,0, Monday 22nd April 2019.
Milton Keynes Dons,1,Port Vale,1, Monday 22nd April 2019.
Morecambe,4,Cheltenham Town,0, Monday 22nd April 2019.
Oldham Athletic,3,Mansfield Town,2, Monday 22nd April 2019.
Stevenage,1,Exeter City,1, Monday 22nd April 2019.
Swindon Town,1,Crewe Alexandra,2, Monday 22nd April 2019.
Yeovil Town,1,Colchester United,1, Monday 22nd April 2019.
Exeter City,1,Crawley Town,3, Friday 19th April 2019.
Cambridge United,0,Swindon Town,0, Friday 19th April 2019.
Carlisle United,1,Lincoln City,0, Friday 19th April 2019.
Cheltenham Town,0,Oldham Athletic,0, Friday 19th April 2019.
Colchester United,1,Grimsby Town,0, Friday 19th April 2019.
Crewe Alexandra,2,Yeovil Town,0, Friday 19th April 2019.
Mansfield Town,4,Morecambe,0, Friday 19th April 2019.
Newport County AFC,3,Bury,1, Friday 19th April 2019.
Northampton Town,3,Macclesfield Town,1, Friday 19th April 2019.
Notts County,1,Milton Keynes Dons,2, Friday 19th April 2019.
Port Vale,1,Stevenage,4, Friday 19th April 2019.
Tranmere Rovers,0,Forest Green Rovers,1, Friday 19th April 2019.
Bury,2,Colchester United,0, Saturday 13th April 2019.
Cambridge United,0,Newport County AFC,3, Saturday 13th April 2019.
Crewe Alexandra,3,Notts County,0, Saturday 13th April 2019.
Exeter City,2,Port Vale,0, Saturday 13th April 2019.
Forest Green Rovers,2,Macclesfield Town,0, Saturday 13th April 2019.
Lincoln City,1,Cheltenham Town,1, Saturday 13th April 2019.
Morecambe,1,Grimsby Town,1, Saturday 13th April 2019.
Northampton Town,1,Mansfield Town,1, Saturday 13th April 2019.
Oldham Athletic,2,Swindon Town,2, Saturday 13th April 2019.
Stevenage,3,Carlisle United,0, Saturday 13th April 2019.
Tranmere Rovers,2,Milton Keynes Dons,1, Saturday 13th April 2019.
Yeovil Town,0,Crawley Town,1, Saturday 13th April 2019.
Macclesfield Town,3,Exeter City,2, Tuesday 9th April 2019.
Newport County AFC,0,Swindon Town,0, Tuesday 9th April 2019.
Carlisle United,3,Bury,2, Saturday 6th April 2019.
Cheltenham Town,1,Exeter City,1, Saturday 6th April 2019.
Colchester United,0,Oldham Athletic,2, Saturday 6th April 2019.
Crawley Town,1,Forest Green Rovers,2, Saturday 6th April 2019.
Grimsby Town,0,Stevenage,2, Saturday 6th April 2019.
Macclesfield Town,1,Morecambe,1, Saturday 6th April 2019.
Mansfield Town,1,Cambridge United,0, Saturday 6th April 2019.
Milton Keynes Dons,0,Lincoln City,2, Saturday 6th April 2019.
Newport County AFC,0,Tranmere Rovers,0, Saturday 6th April 2019.
