Home Team,Home Score,Away Team,Away Score,Match Date
Oxford United,1,Wycombe Wanderers,2, Monday 13th July 2020.
Oxford United,1,Portsmouth,1, Monday 6th July 2020.
Wycombe Wanderers,2,Fleetwood Town,2, Monday 6th July 2020.
Portsmouth,1,Oxford United,1, Friday 3rd July 2020.
Fleetwood Town,1,Wycombe Wanderers,4, Friday 3rd July 2020.
Blackpool,1,Tranmere Rovers,2, Tuesday 10th March 2020.
Bristol Rovers,2,Sunderland,0, Tuesday 10th March 2020.
Burton Albion,2,Bolton Wanderers,2, Tuesday 10th March 2020.
Portsmouth,2,Fleetwood Town,2, Tuesday 10th March 2020.
AFC Wimbledon,0,Bolton Wanderers,0, Saturday 7th March 2020.
Accrington Stanley,1,Tranmere Rovers,2, Saturday 7th March 2020.
Fleetwood Town,0,Blackpool,0, Saturday 7th March 2020.
Ipswich Town,0,Coventry City,1, Saturday 7th March 2020.
Lincoln City,3,Burton Albion,2, Saturday 7th March 2020.
Milton Keynes Dons,0,Doncaster Rovers,1, Saturday 7th March 2020.
Peterborough United,2,Portsmouth,0, Saturday 7th March 2020.
Rochdale,3,Rotherham United,1, Saturday 7th March 2020.
Shrewsbury Town,2,Oxford United,3, Saturday 7th March 2020.
Southend United,3,Bristol Rovers,1, Saturday 7th March 2020.
Sunderland,2,Gillingham,2, Saturday 7th March 2020.
Ipswich Town,0,Fleetwood Town,1, Tuesday 3rd March 2020.
Coventry City,1,Sunderland,0, Sunday 1st March 2020.
Blackpool,2,Ipswich Town,1, Saturday 29th February 2020.
Bolton Wanderers,0,Accrington Stanley,0, Saturday 29th February 2020.
Bristol Rovers,0,Shrewsbury Town,1, Saturday 29th February 2020.
Burton Albion,1,Peterborough United,1, Saturday 29th February 2020.
Doncaster Rovers,3,Wycombe Wanderers,1, Saturday 29th February 2020.
Gillingham,1,AFC Wimbledon,2, Saturday 29th February 2020.
Oxford United,2,Southend United,1, Saturday 29th February 2020.
Rotherham United,1,Milton Keynes Dons,1, Saturday 29th February 2020.
Portsmouth,3,Rochdale,0, Friday 28th February 2020.
Blackpool,2,Bolton Wanderers,1, Tuesday 25th February 2020.
Coventry City,1,Rotherham United,1, Tuesday 25th February 2020.
Oxford United,3,Accrington Stanley,0, Tuesday 25th February 2020.
Portsmouth,3,Milton Keynes Dons,1, Tuesday 25th February 2020.
Shrewsbury Town,2,Tranmere Rovers,3, Tuesday 25th February 2020.
Sunderland,1,Fleetwood Town,1, Tuesday 25th February 2020.
AFC Wimbledon,0,Blackpool,0, Saturday 22nd February 2020.
Accrington Stanley,1,Rotherham United,2, Saturday 22nd February 2020.
Fleetwood Town,1,Portsmouth,0, Saturday 22nd February 2020.
Ipswich Town,0,Oxford United,1, Saturday 22nd February 2020.
Lincoln City,0,Gillingham,0, Saturday 22nd February 2020.
Milton Keynes Dons,1,Bolton Wanderers,0, Saturday 22nd February 2020.
Rochdale,1,Coventry City,2, Saturday 22nd February 2020.
Shrewsbury Town,1,Doncaster Rovers,0, Saturday 22nd February 2020.
Southend United,2,Burton Albion,3, Saturday 22nd February 2020.
Sunderland,3,Bristol Rovers,0, Saturday 22nd February 2020.
Wycombe Wanderers,3,Tranmere Rovers,1, Saturday 22nd February 2020.
Oxford United,5,AFC Wimbledon,0, Tuesday 18th February 2020.
Southend United,0,Gillingham,1, Tuesday 18th February 2020.
Accrington Stanley,4,Lincoln City,3, Saturday 15th February 2020.
Bolton Wanderers,0,Wycombe Wanderers,2, Saturday 15th February 2020.
Bristol Rovers,2,Blackpool,1, Saturday 15th February 2020.
Fleetwood Town,2,Peterborough United,1, Saturday 15th February 2020.
Gillingham,2,Doncaster Rovers,1, Saturday 15th February 2020.
Ipswich Town,4,Burton Albion,1, Saturday 15th February 2020.
Oxford United,0,Sunderland,1, Saturday 15th February 2020.
