Home Team,Home Score,Away Team,Away Score,Match Date
Stoke City,0,West Bromwich Albion,1, Saturday 9th February 2019.
Aston Villa,3,Sheffield United,3, Friday 8th February 2019.
Birmingham City,2,Nottingham Forest,0, Saturday 2nd February 2019.
Brentford,5,Blackburn Rovers,2, Saturday 2nd February 2019.
Bristol City,2,Swansea City,0, Saturday 2nd February 2019.
Hull City,2,Stoke City,0, Saturday 2nd February 2019.
Ipswich Town,0,Sheffield Wednesday,1, Saturday 2nd February 2019.
Millwall,0,Rotherham United,0, Saturday 2nd February 2019.
Reading,0,Aston Villa,0, Saturday 2nd February 2019.
Sheffield United,2,Bolton Wanderers,0, Saturday 2nd February 2019.
West Bromwich Albion,2,Middlesbrough,3, Saturday 2nd February 2019.
Wigan Athletic,2,Queens Park Rangers,1, Saturday 2nd February 2019.
Leeds United,1,Norwich City,3, Saturday 2nd February 2019.
Preston North End,0,Derby County,0, Friday 1st February 2019.
Swansea City,3,Birmingham City,3, Tuesday 29th January 2019.
Bolton Wanderers,1,Reading,1, Tuesday 29th January 2019.
Aston Villa,2,Ipswich Town,1, Saturday 26th January 2019.
Blackburn Rovers,3,Hull City,0, Saturday 26th January 2019.
Norwich City,2,Sheffield United,2, Saturday 26th January 2019.
Nottingham Forest,3,Wigan Athletic,1, Saturday 26th January 2019.
Rotherham United,1,Leeds United,2, Saturday 26th January 2019.
Stoke City,0,Preston North End,2, Saturday 26th January 2019.
Bolton Wanderers,0,West Bromwich Albion,2, Monday 21st January 2019.
Aston Villa,2,Hull City,2, Saturday 19th January 2019.
Blackburn Rovers,2,Ipswich Town,0, Saturday 19th January 2019.
Derby County,2,Reading,1, Saturday 19th January 2019.
Middlesbrough,1,Millwall,1, Saturday 19th January 2019.
Nottingham Forest,0,Bristol City,1, Saturday 19th January 2019.
Queens Park Rangers,1,Preston North End,4, Saturday 19th January 2019.
Rotherham United,2,Brentford,4, Saturday 19th January 2019.
Sheffield Wednesday,1,Wigan Athletic,0, Saturday 19th January 2019.
Stoke City,2,Leeds United,1, Saturday 19th January 2019.
Swansea City,1,Sheffield United,0, Saturday 19th January 2019.
Norwich City,3,Birmingham City,1, Friday 18th January 2019.
Birmingham City,1,Middlesbrough,2, Saturday 12th January 2019.
Brentford,3,Stoke City,1, Saturday 12th January 2019.
Bristol City,2,Bolton Wanderers,1, Saturday 12th January 2019.
Hull City,3,Sheffield Wednesday,0, Saturday 12th January 2019.
Ipswich Town,1,Rotherham United,0, Saturday 12th January 2019.
Preston North End,1,Swansea City,1, Saturday 12th January 2019.
Reading,2,Nottingham Forest,0, Saturday 12th January 2019.
Sheffield United,1,Queens Park Rangers,0, Saturday 12th January 2019.
West Bromwich Albion,1,Norwich City,1, Saturday 12th January 2019.
Wigan Athletic,3,Aston Villa,0, Saturday 12th January 2019.
Millwall,0,Blackburn Rovers,2, Saturday 12th January 2019.
Leeds United,2,Derby County,0, Friday 11th January 2019.
Aston Villa,2,Queens Park Rangers,2, Tuesday 1st January 2019.
Blackburn Rovers,2,West Bromwich Albion,1, Tuesday 1st January 2019.
Brentford,1,Norwich City,1, Tuesday 1st January 2019.
Derby County,1,Middlesbrough,1, Tuesday 1st January 2019.
Hull City,6,Bolton Wanderers,0, Tuesday 1st January 2019.
Ipswich Town,2,Millwall,3, Tuesday 1st January 2019.
Nottingham Forest,4,Leeds United,2, Tuesday 1st January 2019.
Reading,1,Swansea City,4, Tuesday 1st January 2019.
Rotherham United,2,Preston North End,1, Tuesday 1st January 2019.
Sheffield Wednesday,1,Birmingham City,1, Tuesday 1st January 2019.
Stoke City,0,Bristol City,2, Tuesday 1st January 2019.
Wigan Athletic,0,Sheffield United,3, Tuesday 1st January 2019.
Birmingham City,0,Brentford,0, Saturday 29th December 2018.
Bolton Wanderers,0,Stoke City,0, Saturday 29th December 2018.
Bristol City,1,Rotherham United,0, Saturday 29th December 2018.
Leeds United,0,Hull City,2, Saturday 29th December 2018.
Middlesbrough,2,Ipswich Town,0, Saturday 29th December 2018.
Millwall,1,Nottingham Forest,0, Saturday 29th December 2018.
Norwich City,3,Derby County,4, Saturday 29th December 2018.
Preston North End,1,Aston Villa,1, Saturday 29th December 2018.
Queens Park Rangers,0,Reading,0, Saturday 29th December 2018.
Sheffield United,3,Blackburn Rovers,0, Saturday 29th December 2018.
Swansea City,2,Wigan Athletic,2, Saturday 29th December 2018.
West Bromwich Albion,1,Sheffield Wednesday,1, Saturday 29th December 2018.
Birmingham City,2,Stoke City,0, Wednesday 26th December 2018.
Bolton Wanderers,2,Rotherham United,1, Wednesday 26th December 2018.
Bristol City,1,Brentford,1,https://www.skysports.com/football/bristol-c-vs-brentford/392821
Leeds United,3,Blackburn Rovers,2, Wednesday 26th December 2018.
Middlesbrough,0,Sheffield Wednesday,1, Wednesday 26th December 2018.
Millwall,1,Reading,0, Wednesday 26th December 2018.
Norwich City,3,Nottingham Forest,3, Wednesday 26th December 2018.
Preston North End,1,Hull City,2, Wednesday 26th December 2018.
Queens Park Rangers,3,Ipswich Town,0, Wednesday 26th December 2018.
Sheffield United,3,Derby County,1, Wednesday 26th December 2018.
Swansea City,0,Aston Villa,1, Wednesday 26th December 2018.
West Bromwich Albion,2,Wigan Athletic,0, Wednesday 26th December 2018.
Aston Villa,2,Leeds United,3, Sunday 23rd December 2018.
Blackburn Rovers,0,Norwich City,1, Saturday 22nd December 2018.
Brentford,1,Bolton Wanderers,0, Saturday 22nd December 2018.
Derby County,1,Bristol City,1, Saturday 22nd December 2018.
Ipswich Town,1,Sheffield United,1, Saturday 22nd December 2018.
Nottingham Forest,0,Queens Park Rangers,1, Saturday 22nd December 2018.
Reading,0,Middlesbrough,1, Saturday 22nd December 2018.
Rotherham United,0,West Bromwich Albion,4, Saturday 22nd December 2018.
Sheffield Wednesday,1,Preston North End,0, Saturday 22nd December 2018.
Stoke City,1,Millwall,0, Saturday 22nd December 2018.
Wigan Athletic,0,Birmingham City,3, Saturday 22nd December 2018.
Hull City,3,Swansea City,2, Saturday 22nd December 2018.
Derby County,0,Nottingham Forest,0, Monday 17th December 2018.
Aston Villa,2,Stoke City,2, Saturday 15th December 2018.
Blackburn Rovers,2,Birmingham City,2, Saturday 15th December 2018.
Bolton Wanderers,0,Leeds United,1, Saturday 15th December 2018.
Hull City,2,Brentford,0, Saturday 15th December 2018.
Ipswich Town,1,Wigan Athletic,0, Saturday 15th December 2018.
Preston North End,3,Millwall,2, Saturday 15th December 2018.
Queens Park Rangers,2,Middlesbrough,1, Saturday 15th December 2018.
Rotherham United,1,Reading,1, Saturday 15th December 2018.
Swansea City,2,Sheffield Wednesday,1, Saturday 15th December 2018.
Bristol City,2,Norwich City,2, Saturday 15th December 2018.
Sheffield United,1,West Bromwich Albion,2, Friday 14th December 2018.
Birmingham City,0,Bristol City,1, Saturday 8th December 2018.
Brentford,2,Swansea City,3, Saturday 8th December 2018.
Leeds United,2,Queens Park Rangers,1, Saturday 8th December 2018.
Middlesbrough,1,Blackburn Rovers,1, Saturday 8th December 2018.
Millwall,2,Hull City,2, Saturday 8th December 2018.
Norwich City,3,Bolton Wanderers,2, Saturday 8th December 2018.
Nottingham Forest,0,Preston North End,1, Saturday 8th December 2018.
Sheffield Wednesday,2,Rotherham United,2, Saturday 8th December 2018.
Stoke City,2,Ipswich Town,0, Saturday 8th December 2018.
Wigan Athletic,0,Derby County,1, Saturday 8th December 2018.
Reading,0,Sheffield United,2, Saturday 8th December 2018.
West Bromwich Albion,2,Aston Villa,2, Friday 7th December 2018.
West Bromwich Albion,1,Brentford,1, Monday 3rd December 2018.
Bristol City,1,Millwall,1, Sunday 2nd December 2018.
Sheffield United,0,Leeds United,1, Saturday 1st December 2018.
Birmingham City,3,Preston North End,0, Saturday 1st December 2018.
Blackburn Rovers,4,Sheffield Wednesday,2, Saturday 1st December 2018.
Bolton Wanderers,1,Wigan Athletic,1, Saturday 1st December 2018.
Derby County,2,Swansea City,1, Saturday 1st December 2018.
Norwich City,3,Rotherham United,1, Saturday 1st December 2018.
Nottingham Forest,2,Ipswich Town,0, Saturday 1st December 2018.
Queens Park Rangers,2,Hull City,3, Saturday 1st December 2018.
Reading,2,Stoke City,2, Saturday 1st December 2018.
Middlesbrough,0,Aston Villa,3, Saturday 1st December 2018.
Aston Villa,5,Nottingham Forest,5, Wednesday 28th November 2018.
Ipswich Town,2,Bristol City,3, Wednesday 28th November 2018.
Millwall,0,Birmingham City,2, Wednesday 28th November 2018.
Swansea City,1,West Bromwich Albion,2, Wednesday 28th November 2018.
Wigan Athletic,3,Blackburn Rovers,1, Wednesday 28th November 2018.
Stoke City,2,Derby County,1, Wednesday 28th November 2018.
Brentford,2,Sheffield United,3, Tuesday 27th November 2018.
Hull City,0,Norwich City,0, Tuesday 27th November 2018.
Leeds United,1,Reading,0, Tuesday 27th November 2018.
Preston North End,1,Middlesbrough,1, Tuesday 27th November 2018.
Rotherham United,2,Queens Park Rangers,2, Tuesday 27th November 2018.
Sheffield Wednesday,1,Bolton Wanderers,0, Tuesday 27th November 2018.
Aston Villa,4,Birmingham City,2, Sunday 25th November 2018.
Rotherham United,2,Sheffield United,2, Saturday 24th November 2018.
Hull City,0,Nottingham Forest,2, Saturday 24th November 2018.
Leeds United,2,Bristol City,0, Saturday 24th November 2018.
Millwall,1,Bolton Wanderers,1, Saturday 24th November 2018.
Preston North End,4,Blackburn Rovers,1, Saturday 24th November 2018.
Sheffield Wednesday,1,Derby County,2, Saturday 24th November 2018.
Stoke City,2,Queens Park Rangers,2, Saturday 24th November 2018.
Swansea City,1,Norwich City,4, Saturday 24th November 2018.
Wigan Athletic,0,Reading,0, Saturday 24th November 2018.
Brentford,1,Middlesbrough,2, Saturday 24th November 2018.
Ipswich Town,1,West Bromwich Albion,2, Friday 23rd November 2018.
Birmingham City,3,Hull City,3, Saturday 10th November 2018.
Blackburn Rovers,1,Rotherham United,1, Saturday 10th November 2018.
Bolton Wanderers,0,Swansea City,1, Saturday 10th November 2018.
Bristol City,0,Preston North End,1, Saturday 10th November 2018.
Derby County,0,Aston Villa,3, Saturday 10th November 2018.
Middlesbrough,2,Wigan Athletic,0, Saturday 10th November 2018.
Norwich City,4,Millwall,3, Saturday 10th November 2018.
Nottingham Forest,0,Stoke City,0, Saturday 10th November 2018.
Queens Park Rangers,3,Brentford,2, Saturday 10th November 2018.
Reading,2,Ipswich Town,2, Saturday 10th November 2018.
West Bromwich Albion,4,Leeds United,1, Saturday 10th November 2018.
Sheffield United,0,Sheffield Wednesday,0, Friday 9th November 2018.
Wigan Athletic,1,Leeds United,2, Sunday 4th November 2018.
Blackburn Rovers,1,Queens Park Rangers,0, Saturday 3rd November 2018.
Brentford,2,Millwall,0, Saturday 3rd November 2018.
Derby County,3,Birmingham City,1, Saturday 3rd November 2018.
Hull City,1,West Bromwich Albion,0, Saturday 3rd November 2018.
Ipswich Town,1,Preston North End,1, Saturday 3rd November 2018.
Nottingham Forest,1,Sheffield United,0, Saturday 3rd November 2018.
Reading,3,Bristol City,2, Saturday 3rd November 2018.
Rotherham United,2,Swansea City,1, Saturday 3rd November 2018.
Sheffield Wednesday,0,Norwich City,4, Saturday 3rd November 2018.
Stoke City,0,Middlesbrough,0, Saturday 3rd November 2018.
Aston Villa,2,Bolton Wanderers,0,https://www.skysports.com/football/a-villa-vs-bolton/392723
Middlesbrough,1,Derby County,1, Saturday 27th October 2018.
Birmingham City,3,Sheffield Wednesday,1, Saturday 27th October 2018.
Bolton Wanderers,0,Hull City,1, Saturday 27th October 2018.
Bristol City,0,Stoke City,1, Saturday 27th October 2018.
Millwall,3,Ipswich Town,0, Saturday 27th October 2018.
Norwich City,1,Brentford,0, Saturday 27th October 2018.
Preston North End,1,Rotherham United,1, Saturday 27th October 2018.
Sheffield United,4,Wigan Athletic,2, Saturday 27th October 2018.
Swansea City,2,Reading,0, Saturday 27th October 2018.
West Bromwich Albion,1,Blackburn Rovers,1, Saturday 27th October 2018.
Leeds United,1,Nottingham Forest,1, Saturday 27th October 2018.
Queens Park Rangers,1,Aston Villa,0, Friday 26th October 2018.
Bristol City,1,Hull City,0, Wednesday 24th October 2018.
Leeds United,2,Ipswich Town,0, Wednesday 24th October 2018.
Preston North End,4,Brentford,3, Wednesday 24th October 2018.
Bolton Wanderers,0,Nottingham Forest,3, Wednesday 24th October 2018.
West Bromwich Albion,1,Derby County,4, Wednesday 24th October 2018.
Birmingham City,2,Reading,1, Tuesday 23rd October 2018.
Middlesbrough,0,Rotherham United,0, Tuesday 23rd October 2018.
Millwall,2,Wigan Athletic,1, Tuesday 23rd October 2018.
Norwich City,2,Aston Villa,1, Tuesday 23rd October 2018.
Queens Park Rangers,3,Sheffield Wednesday,0, Tuesday 23rd October 2018.
Sheffield United,1,Stoke City,1, Tuesday 23rd October 2018.
Swansea City,3,Blackburn Rovers,1, Tuesday 23rd October 2018.
Blackburn Rovers,2,Leeds United,1, Saturday 20th October 2018.
Aston Villa,1,Swansea City,0, Saturday 20th October 2018.
Brentford,0,Bristol City,1, Saturday 20th October 2018.
Hull City,1,Preston North End,1, Saturday 20th October 2018.
Ipswich Town,0,Queens Park Rangers,2, Saturday 20th October 2018.
Nottingham Forest,1,Norwich City,2, Saturday 20th October 2018.
Reading,3,Millwall,1, Saturday 20th October 2018.
Rotherham United,1,Bolton Wanderers,1, Saturday 20th October 2018.
Stoke City,0,Birmingham City,1, Saturday 20th October 2018.
Wigan Athletic,1,West Bromwich Albion,0, Saturday 20th October 2018.
Derby County,2,Sheffield United,1, Saturday 20th October 2018.
Sheffield Wednesday,1,Middlesbrough,2, Friday 19th October 2018.
Bristol City,1,Sheffield Wednesday,2, Sunday 7th October 2018.
Leeds United,1,Brentford,1, Saturday 6th October 2018.
Birmingham City,3,Rotherham United,1, Saturday 6th October 2018.
Middlesbrough,0,Nottingham Forest,2, Saturday 6th October 2018.
Millwall,2,Aston Villa,1, Saturday 6th October 2018.
Norwich City,0,Stoke City,1, Saturday 6th October 2018.
Preston North End,4,Wigan Athletic,0, Saturday 6th October 2018.
Queens Park Rangers,1,Derby County,1, Saturday 6th October 2018.
Sheffield United,1,Hull City,0, Saturday 6th October 2018.
Swansea City,2,Ipswich Town,3, Saturday 6th October 2018.
West Bromwich Albion,4,Reading,1, Saturday 6th October 2018.
Bolton Wanderers,0,Blackburn Rovers,1, Saturday 6th October 2018.
Blackburn Rovers,0,Sheffield United,2, Wednesday 3rd October 2018.
Derby County,1,Norwich City,1, Wednesday 3rd October 2018.
Nottingham Forest,2,Millwall,2, Wednesday 3rd October 2018.
Rotherham United,0,Bristol City,0, Wednesday 3rd October 2018.
Sheffield Wednesday,2,West Bromwich Albion,2, Wednesday 3rd October 2018.
Aston Villa,3,Preston North End,3, Tuesday 2nd October 2018.
Brentford,1,Birmingham City,1, Tuesday 2nd October 2018.
Hull City,0,Leeds United,1, Tuesday 2nd October 2018.
Ipswich Town,0,Middlesbrough,2, Tuesday 2nd October 2018.
Wigan Athletic,0,Swansea City,0, Tuesday 2nd October 2018.
Reading,0,Queens Park Rangers,1, Tuesday 2nd October 2018.
