Home Team,Home Score,Away Team,Away Score,Match Date
Wolverhampton Wanderers,1,Fulham,1, Saturday 23rd April 2011.
Chelsea,3,West Ham United,0, Saturday 23rd April 2011.
Chelsea,3,Birmingham City,1, Wednesday 20th April 2011.
Tottenham Hotspur,3,Arsenal,3, Wednesday 20th April 2011.
Newcastle United,0,Manchester United,0, Tuesday 19th April 2011.
Arsenal,1,Liverpool,1, Sunday 17th April 2011.
Birmingham City,2,Sunderland,0, Saturday 16th April 2011.
Blackpool,1,Wigan Athletic,3, Saturday 16th April 2011.
Everton,2,Blackburn Rovers,0, Saturday 16th April 2011.
West Bromwich Albion,1,Chelsea,3, Saturday 16th April 2011.
West Ham United,1,Aston Villa,2, Saturday 16th April 2011.
Liverpool,3,Manchester City,0, Monday 11th April 2011.
Blackpool,1,Arsenal,3, Sunday 10th April 2011.
Aston Villa,1,Newcastle United,0, Sunday 10th April 2011.
Wolverhampton Wanderers,0,Everton,3, Saturday 9th April 2011.
Blackburn Rovers,1,Birmingham City,1, Saturday 9th April 2011.
Bolton Wanderers,3,West Ham United,0, Saturday 9th April 2011.
Chelsea,1,Wigan Athletic,0, Saturday 9th April 2011.
Manchester United,2,Fulham,0, Saturday 9th April 2011.
Sunderland,2,West Bromwich Albion,3, Saturday 9th April 2011.
Tottenham Hotspur,3,Stoke City,2, Saturday 9th April 2011.
Fulham,3,Blackpool,0, Sunday 3rd April 2011.
Manchester City,5,Sunderland,0, Sunday 3rd April 2011.
West Ham United,2,Manchester United,4, Saturday 2nd April 2011.
Birmingham City,2,Bolton Wanderers,1, Saturday 2nd April 2011.
Everton,2,Aston Villa,2, Saturday 2nd April 2011.
Newcastle United,4,Wolverhampton Wanderers,1, Saturday 2nd April 2011.
Stoke City,1,Chelsea,1, Saturday 2nd April 2011.
West Bromwich Albion,2,Liverpool,1, Saturday 2nd April 2011.
Wigan Athletic,0,Tottenham Hotspur,0, Saturday 2nd April 2011.
Arsenal,0,Blackburn Rovers,0, Saturday 2nd April 2011.
Sunderland,0,Liverpool,2, Sunday 20th March 2011.
Chelsea,2,Manchester City,0, Sunday 20th March 2011.
Tottenham Hotspur,0,West Ham United,0, Saturday 19th March 2011.
Aston Villa,0,Wolverhampton Wanderers,1, Saturday 19th March 2011.
Blackburn Rovers,2,Blackpool,2, Saturday 19th March 2011.
Manchester United,1,Bolton Wanderers,0, Saturday 19th March 2011.
Stoke City,4,Newcastle United,0, Saturday 19th March 2011.
West Bromwich Albion,2,Arsenal,2, Saturday 19th March 2011.
Wigan Athletic,2,Birmingham City,1, Saturday 19th March 2011.
Everton,2,Fulham,1, Saturday 19th March 2011.
Everton,1,Birmingham City,1, Wednesday 9th March 2011.
Blackpool,1,Chelsea,3, Monday 7th March 2011.
Liverpool,3,Manchester United,1, Sunday 6th March 2011.
Wolverhampton Wanderers,3,Tottenham Hotspur,3, Sunday 6th March 2011.
Birmingham City,1,West Bromwich Albion,3, Saturday 5th March 2011.
Arsenal,0,Sunderland,0, Saturday 5th March 2011.
Bolton Wanderers,3,Aston Villa,2, Saturday 5th March 2011.
Fulham,3,Blackburn Rovers,2, Saturday 5th March 2011.
Newcastle United,1,Everton,2, Saturday 5th March 2011.
West Ham United,3,Stoke City,0, Saturday 5th March 2011.
Manchester City,1,Wigan Athletic,0, Saturday 5th March 2011.
Chelsea,2,Manchester United,1, Tuesday 1st March 2011.
Stoke City,1,West Bromwich Albion,1, Monday 28th February 2011.
West Ham United,3,Liverpool,1,https://www.skysports.com/football/west-ham-vs-liverpool/229840
Manchester City,1,Fulham,1, Sunday 27th February 2011.
Aston Villa,4,Blackburn Rovers,1, Saturday 26th February 2011.
Everton,2,Sunderland,0, Saturday 26th February 2011.
Newcastle United,1,Bolton Wanderers,1, Saturday 26th February 2011.
Wigan Athletic,0,Manchester United,4, Saturday 26th February 2011.
Wolverhampton Wanderers,4,Blackpool,0, Saturday 26th February 2011.
Arsenal,1,Stoke City,0, Wednesday 23rd February 2011.
Blackpool,3,Tottenham Hotspur,1, Tuesday 22nd February 2011.
West Bromwich Albion,1,Wolverhampton Wanderers,1, Sunday 20th February 2011.
Birmingham City,0,Newcastle United,2, Tuesday 15th February 2011.
Fulham,0,Chelsea,0, Monday 14th February 2011.
Bolton Wanderers,2,Everton,0, Sunday 13th February 2011.
Manchester United,2,Manchester City,1, Saturday 12th February 2011.
Arsenal,2,Wolverhampton Wanderers,0, Saturday 12th February 2011.
Birmingham City,1,Stoke City,0, Saturday 12th February 2011.
Blackburn Rovers,0,Newcastle United,0, Saturday 12th February 2011.
Blackpool,1,Aston Villa,1, Saturday 12th February 2011.
Liverpool,1,Wigan Athletic,1, Saturday 12th February 2011.
West Bromwich Albion,3,West Ham United,3, Saturday 12th February 2011.
Sunderland,1,Tottenham Hotspur,2, Saturday 12th February 2011.
West Ham United,0,Birmingham City,1, Sunday 6th February 2011.
Chelsea,0,Liverpool,1, Sunday 6th February 2011.
Stoke City,3,Sunderland,2, Saturday 5th February 2011.
Aston Villa,2,Fulham,2, Saturday 5th February 2011.
Everton,5,Blackpool,3, Saturday 5th February 2011.
Manchester City,3,West Bromwich Albion,0, Saturday 5th February 2011.
Newcastle United,4,Arsenal,4, Saturday 5th February 2011.
Tottenham Hotspur,2,Bolton Wanderers,1, Saturday 5th February 2011.
Wigan Athletic,4,Blackburn Rovers,3, Saturday 5th February 2011.
Wolverhampton Wanderers,2,Manchester United,1, Saturday 5th February 2011.
Birmingham City,2,Manchester City,2, Wednesday 2nd February 2011.
Blackburn Rovers,0,Tottenham Hotspur,1, Wednesday 2nd February 2011.
Blackpool,1,West Ham United,3, Wednesday 2nd February 2011.
Bolton Wanderers,1,Wolverhampton Wanderers,0, Wednesday 2nd February 2011.
Fulham,1,Newcastle United,0, Wednesday 2nd February 2011.
Liverpool,2,Stoke City,0, Wednesday 2nd February 2011.
Arsenal,2,Everton,1, Tuesday 1st February 2011.
Sunderland,2,Chelsea,4, Tuesday 1st February 2011.
Manchester United,3,Aston Villa,1, Tuesday 1st February 2011.
West Bromwich Albion,2,Wigan Athletic,2, Tuesday 1st February 2011.
Liverpool,1,Fulham,0, Wednesday 26th January 2011.
Blackpool,2,Manchester United,3, Tuesday 25th January 2011.
Wigan Athletic,1,Aston Villa,2, Tuesday 25th January 2011.
Bolton Wanderers,0,Chelsea,4, Monday 24th January 2011.
Blackburn Rovers,2,West Bromwich Albion,0, Sunday 23rd January 2011.
Wolverhampton Wanderers,0,Liverpool,3, Saturday 22nd January 2011.
Arsenal,3,Wigan Athletic,0, Saturday 22nd January 2011.
Blackpool,1,Sunderland,2, Saturday 22nd January 2011.
Everton,2,West Ham United,2, Saturday 22nd January 2011.
Fulham,2,Stoke City,0, Saturday 22nd January 2011.
Manchester United,5,Birmingham City,0, Saturday 22nd January 2011.
Newcastle United,1,Tottenham Hotspur,1, Saturday 22nd January 2011.
Aston Villa,1,Manchester City,0, Saturday 22nd January 2011.
Birmingham City,1,Aston Villa,1, Sunday 16th January 2011.
Sunderland,1,Newcastle United,1, Sunday 16th January 2011.
Liverpool,2,Everton,2, Sunday 16th January 2011.
Tottenham Hotspur,0,Manchester United,0, Sunday 16th January 2011.
Chelsea,2,Blackburn Rovers,0, Saturday 15th January 2011.
Manchester City,4,Wolverhampton Wanderers,3, Saturday 15th January 2011.
Stoke City,2,Bolton Wanderers,0, Saturday 15th January 2011.
West Bromwich Albion,3,Blackpool,2, Saturday 15th January 2011.
Wigan Athletic,1,Fulham,1, Saturday 15th January 2011.
West Ham United,0,Arsenal,3, Saturday 15th January 2011.
Blackpool,2,Liverpool,1, Wednesday 12th January 2011.
Arsenal,0,Manchester City,0, Wednesday 5th January 2011.
Aston Villa,0,Sunderland,1, Wednesday 5th January 2011.
Newcastle United,5,West Ham United,0, Wednesday 5th January 2011.
Wolverhampton Wanderers,1,Chelsea,0, Wednesday 5th January 2011.
Blackburn Rovers,3,Liverpool,1, Wednesday 5th January 2011.
Bolton Wanderers,1,Wigan Athletic,1, Wednesday 5th January 2011.
Everton,2,Tottenham Hotspur,1, Wednesday 5th January 2011.
Blackpool,1,Birmingham City,2, Tuesday 4th January 2011.
Fulham,3,West Bromwich Albion,0, Tuesday 4th January 2011.
Manchester United,2,Stoke City,1, Tuesday 4th January 2011.
Chelsea,3,Aston Villa,3, Sunday 2nd January 2011.
Wigan Athletic,0,Newcastle United,1, Sunday 2nd January 2011.
West Bromwich Albion,1,Manchester United,2, Saturday 1st January 2011.
Liverpool,2,Bolton Wanderers,1, Saturday 1st January 2011.
Manchester City,1,Blackpool,0, Saturday 1st January 2011.
Stoke City,2,Everton,0, Saturday 1st January 2011.
Sunderland,3,Blackburn Rovers,0, Saturday 1st January 2011.
Tottenham Hotspur,1,Fulham,0, Saturday 1st January 2011.
West Ham United,2,Wolverhampton Wanderers,0, Saturday 1st January 2011.
Birmingham City,0,Arsenal,3, Saturday 1st January 2011.
Chelsea,1,Bolton Wanderers,0, Wednesday 29th December 2010.
Wigan Athletic,2,Arsenal,2, Wednesday 29th December 2010.
Liverpool,0,Wolverhampton Wanderers,1, Wednesday 29th December 2010.
Manchester City,4,Aston Villa,0, Tuesday 28th December 2010.
Stoke City,0,Fulham,2, Tuesday 28th December 2010.
Sunderland,0,Blackpool,2, Tuesday 28th December 2010.
Tottenham Hotspur,2,Newcastle United,0, Tuesday 28th December 2010.
West Bromwich Albion,1,Blackburn Rovers,3, Tuesday 28th December 2010.
West Ham United,1,Everton,1, Tuesday 28th December 2010.
Birmingham City,1,Manchester United,1, Tuesday 28th December 2010.
Arsenal,3,Chelsea,1, Monday 27th December 2010.
Fulham,1,West Ham United,3, Sunday 26th December 2010.
Blackburn Rovers,0,Stoke City,2, Sunday 26th December 2010.
Bolton Wanderers,2,West Bromwich Albion,0, Sunday 26th December 2010.
Manchester United,2,Sunderland,0, Sunday 26th December 2010.
Newcastle United,1,Manchester City,3, Sunday 26th December 2010.
Wolverhampton Wanderers,1,Wigan Athletic,2, Sunday 26th December 2010.
Aston Villa,1,Tottenham Hotspur,2,https://www.skysports.com/football/a-villa-vs-tottenham/215371
Manchester City,1,Everton,2, Monday 20th December 2010.
Sunderland,1,Bolton Wanderers,0,https://www.skysports.com/football/sland-vs-bolton/215230
Blackburn Rovers,1,West Ham United,1,https://www.skysports.com/football/blackburn-vs-west-ham/215297
Manchester United,1,Arsenal,0, Monday 13th December 2010.
Bolton Wanderers,2,Blackburn Rovers,1, Sunday 12th December 2010.
Wolverhampton Wanderers,1,Birmingham City,0,https://www.skysports.com/football/wolves-vs-birmham/221176
Tottenham Hotspur,1,Chelsea,1, Sunday 12th December 2010.
Aston Villa,2,West Bromwich Albion,1, Saturday 11th December 2010.
Everton,0,Wigan Athletic,0, Saturday 11th December 2010.
Fulham,0,Sunderland,0, Saturday 11th December 2010.
Stoke City,0,Blackpool,1,https://www.skysports.com/football/stoke-vs-blackpool/215246
West Ham United,1,Manchester City,3, Saturday 11th December 2010.
Newcastle United,3,Liverpool,1, Saturday 11th December 2010.
Liverpool,3,Aston Villa,0, Monday 6th December 2010.
West Bromwich Albion,3,Newcastle United,1, Sunday 5th December 2010.
Sunderland,1,West Ham United,0, Sunday 5th December 2010.
Arsenal,2,Fulham,1, Saturday 4th December 2010.
Birmingham City,1,Tottenham Hotspur,1, Saturday 4th December 2010.
Blackburn Rovers,3,Wolverhampton Wanderers,0, Saturday 4th December 2010.
Chelsea,1,Everton,1, Saturday 4th December 2010.
Manchester City,1,Bolton Wanderers,0, Saturday 4th December 2010.
Wigan Athletic,2,Stoke City,2, Saturday 4th December 2010.
Newcastle United,1,Chelsea,1, Sunday 28th November 2010.
Tottenham Hotspur,2,Liverpool,1, Sunday 28th November 2010.
Aston Villa,2,Arsenal,4, Saturday 27th November 2010.
Bolton Wanderers,2,Blackpool,2, Saturday 27th November 2010.
Everton,1,West Bromwich Albion,4, Saturday 27th November 2010.
Fulham,1,Birmingham City,1, Saturday 27th November 2010.
Manchester United,7,Blackburn Rovers,1, Saturday 27th November 2010.
Stoke City,1,Manchester City,1, Saturday 27th November 2010.
West Ham United,3,Wigan Athletic,1, Saturday 27th November 2010.
Wolverhampton Wanderers,3,Sunderland,2, Saturday 27th November 2010.
Sunderland,2,Everton,2, Monday 22nd November 2010.
Blackburn Rovers,2,Aston Villa,0, Sunday 21st November 2010.
Fulham,1,Manchester City,4, Sunday 21st November 2010.
Arsenal,2,Tottenham Hotspur,3, Saturday 20th November 2010.
Birmingham City,1,Chelsea,0, Saturday 20th November 2010.
Blackpool,2,Wolverhampton Wanderers,1, Saturday 20th November 2010.
Bolton Wanderers,5,Newcastle United,1, Saturday 20th November 2010.
Manchester United,2,Wigan Athletic,0, Saturday 20th November 2010.
West Bromwich Albion,0,Stoke City,3, Saturday 20th November 2010.
Liverpool,3,West Ham United,0, Saturday 20th November 2010.
Everton,1,Arsenal,2, Sunday 14th November 2010.
Chelsea,0,Sunderland,3, Sunday 14th November 2010.
Aston Villa,2,Manchester United,2, Saturday 13th November 2010.
Manchester City,0,Birmingham City,0, Saturday 13th November 2010.
Newcastle United,0,Fulham,0, Saturday 13th November 2010.
Tottenham Hotspur,4,Blackburn Rovers,2, Saturday 13th November 2010.
West Ham United,0,Blackpool,0, Saturday 13th November 2010.
Wigan Athletic,1,West Bromwich Albion,0, Saturday 13th November 2010.
Wolverhampton Wanderers,2,Bolton Wanderers,3, Saturday 13th November 2010.
Stoke City,2,Liverpool,0, Saturday 13th November 2010.
Aston Villa,3,Blackpool,2, Wednesday 10th November 2010.
Chelsea,1,Fulham,0, Wednesday 10th November 2010.
Newcastle United,1,Blackburn Rovers,2, Wednesday 10th November 2010.
West Ham United,2,West Bromwich Albion,2, Wednesday 10th November 2010.
Wigan Athletic,1,Liverpool,1, Wednesday 10th November 2010.
Wolverhampton Wanderers,0,Arsenal,2, Wednesday 10th November 2010.
Everton,1,Bolton Wanderers,1, Wednesday 10th November 2010.
Manchester City,0,Manchester United,0, Wednesday 10th November 2010.
Stoke City,3,Birmingham City,2, Tuesday 9th November 2010.
Tottenham Hotspur,1,Sunderland,1, Tuesday 9th November 2010.
Arsenal,0,Newcastle United,1, Sunday 7th November 2010.
West Bromwich Albion,0,Manchester City,2, Sunday 7th November 2010.
Liverpool,2,Chelsea,0, Sunday 7th November 2010.
Bolton Wanderers,4,Tottenham Hotspur,2, Saturday 6th November 2010.
Birmingham City,2,West Ham United,2, Saturday 6th November 2010.
Blackburn Rovers,2,Wigan Athletic,1, Saturday 6th November 2010.
Blackpool,2,Everton,2, Saturday 6th November 2010.
Fulham,1,Aston Villa,1, Saturday 6th November 2010.
Manchester United,2,Wolverhampton Wanderers,1, Saturday 6th November 2010.
Sunderland,2,Stoke City,0, Saturday 6th November 2010.
Blackpool,2,West Bromwich Albion,1, Monday 1st November 2010.
Aston Villa,0,Birmingham City,0, Sunday 31st October 2010.
Newcastle United,5,Sunderland,1, Sunday 31st October 2010.
Bolton Wanderers,0,Liverpool,1, Sunday 31st October 2010.
Arsenal,1,West Ham United,0, Saturday 30th October 2010.
Blackburn Rovers,1,Chelsea,2, Saturday 30th October 2010.
Everton,1,Stoke City,0, Saturday 30th October 2010.
Fulham,2,Wigan Athletic,0, Saturday 30th October 2010.
Wolverhampton Wanderers,2,Manchester City,1, Saturday 30th October 2010.
Manchester United,2,Tottenham Hotspur,0, Saturday 30th October 2010.
Stoke City,1,Manchester United,2, Sunday 24th October 2010.
Liverpool,2,Blackburn Rovers,1, Sunday 24th October 2010.
Manchester City,0,Arsenal,3, Sunday 24th October 2010.
Tottenham Hotspur,1,Everton,1, Saturday 23rd October 2010.
Birmingham City,2,Blackpool,0, Saturday 23rd October 2010.
Chelsea,2,Wolverhampton Wanderers,0, Saturday 23rd October 2010.
Sunderland,1,Aston Villa,0, Saturday 23rd October 2010.
West Bromwich Albion,2,Fulham,1, Saturday 23rd October 2010.
Wigan Athletic,1,Bolton Wanderers,1, Saturday 23rd October 2010.
West Ham United,1,Newcastle United,2, Saturday 23rd October 2010.
Blackburn Rovers,0,Sunderland,0, Monday 18th October 2010.
Everton,2,Liverpool,0, Sunday 17th October 2010.
Blackpool,2,Manchester City,3, Sunday 17th October 2010.
Arsenal,2,Birmingham City,1, Saturday 16th October 2010.
Bolton Wanderers,2,Stoke City,1, Saturday 16th October 2010.
Fulham,1,Tottenham Hotspur,2, Saturday 16th October 2010.
Manchester United,2,West Bromwich Albion,2, Saturday 16th October 2010.
Newcastle United,2,Wigan Athletic,2, Saturday 16th October 2010.
Wolverhampton Wanderers,1,West Ham United,1, Saturday 16th October 2010.
Aston Villa,0,Chelsea,0, Saturday 16th October 2010.
Manchester City,2,Newcastle United,1, Sunday 3rd October 2010.
Liverpool,1,Blackpool,2, Sunday 3rd October 2010.
Chelsea,2,Arsenal,0, Sunday 3rd October 2010.
Wigan Athletic,2,Wolverhampton Wanderers,0, Saturday 2nd October 2010.
Birmingham City,0,Everton,2, Saturday 2nd October 2010.
Stoke City,1,Blackburn Rovers,0,https://www.skysports.com/football/stoke-vs-blackburn/215144
Sunderland,0,Manchester United,0, Saturday 2nd October 2010.
Tottenham Hotspur,2,Aston Villa,1, Saturday 2nd October 2010.
West Bromwich Albion,1,Bolton Wanderers,1, Saturday 2nd October 2010.
West Ham United,1,Fulham,1, Saturday 2nd October 2010.
Bolton Wanderers,2,Manchester United,2, Sunday 26th September 2010.
Wolverhampton Wanderers,1,Aston Villa,2, Sunday 26th September 2010.
Newcastle United,1,Stoke City,2, Sunday 26th September 2010.
Manchester City,1,Chelsea,0, Saturday 25th September 2010.
Arsenal,2,West Bromwich Albion,3, Saturday 25th September 2010.
Birmingham City,0,Wigan Athletic,0, Saturday 25th September 2010.
Blackpool,1,Blackburn Rovers,2, Saturday 25th September 2010.
Fulham,0,Everton,0, Saturday 25th September 2010.
Liverpool,2,Sunderland,2, Saturday 25th September 2010.
West Ham United,1,Tottenham Hotspur,0, Saturday 25th September 2010.
Manchester United,3,Liverpool,2, Sunday 19th September 2010.
Wigan Athletic,0,Manchester City,2, Sunday 19th September 2010.
Chelsea,4,Blackpool,0, Sunday 19th September 2010.
Stoke City,1,West Ham United,1, Saturday 18th September 2010.
Aston Villa,1,Bolton Wanderers,1, Saturday 18th September 2010.
Blackburn Rovers,1,Fulham,1, Saturday 18th September 2010.
Everton,0,Newcastle United,1, Saturday 18th September 2010.
Tottenham Hotspur,3,Wolverhampton Wanderers,1, Saturday 18th September 2010.
West Bromwich Albion,3,Birmingham City,1, Saturday 18th September 2010.
Sunderland,1,Arsenal,1, Saturday 18th September 2010.
Stoke City,2,Aston Villa,1, Monday 13th September 2010.
Birmingham City,0,Liverpool,0, Sunday 12th September 2010.
Arsenal,4,Bolton Wanderers,1, Saturday 11th September 2010.
Everton,3,Manchester United,3, Saturday 11th September 2010.
Fulham,2,Wolverhampton Wanderers,1, Saturday 11th September 2010.
Manchester City,1,Blackburn Rovers,1, Saturday 11th September 2010.
Newcastle United,0,Blackpool,2, Saturday 11th September 2010.
West Bromwich Albion,1,Tottenham Hotspur,1, Saturday 11th September 2010.
West Ham United,1,Chelsea,3, Saturday 11th September 2010.
Wigan Athletic,1,Sunderland,1, Saturday 11th September 2010.
Bolton Wanderers,2,Birmingham City,2, Sunday 29th August 2010.
Liverpool,1,West Bromwich Albion,0, Sunday 29th August 2010.
Sunderland,1,Manchester City,0, Sunday 29th August 2010.
Aston Villa,1,Everton,0, Sunday 29th August 2010.
Blackburn Rovers,1,Arsenal,2, Saturday 28th August 2010.
Blackpool,2,Fulham,2, Saturday 28th August 2010.
Chelsea,2,Stoke City,0, Saturday 28th August 2010.
Tottenham Hotspur,0,Wigan Athletic,1, Saturday 28th August 2010.
Wolverhampton Wanderers,1,Newcastle United,1, Saturday 28th August 2010.
Manchester United,3,West Ham United,0, Saturday 28th August 2010.
Manchester City,3,Liverpool,0, Monday 23rd August 2010.
Newcastle United,6,Aston Villa,0, Sunday 22nd August 2010.
Fulham,2,Manchester United,2, Sunday 22nd August 2010.
Arsenal,6,Blackpool,0, Saturday 21st August 2010.
Birmingham City,2,Blackburn Rovers,1, Saturday 21st August 2010.
Everton,1,Wolverhampton Wanderers,1, Saturday 21st August 2010.
Stoke City,1,Tottenham Hotspur,2, Saturday 21st August 2010.
West Bromwich Albion,1,Sunderland,0, Saturday 21st August 2010.
West Ham United,1,Bolton Wanderers,3, Saturday 21st August 2010.
Wigan Athletic,0,Chelsea,6, Saturday 21st August 2010.
Manchester United,3,Newcastle United,0, Monday 16th August 2010.
Liverpool,1,Arsenal,1, Sunday 15th August 2010.
Tottenham Hotspur,0,Manchester City,0, Saturday 14th August 2010.
Aston Villa,3,West Ham United,0, Saturday 14th August 2010.
Blackburn Rovers,1,Everton,0, Saturday 14th August 2010.
Bolton Wanderers,0,Fulham,0, Saturday 14th August 2010.
Sunderland,2,Birmingham City,2, Saturday 14th August 2010.
Wigan Athletic,0,Blackpool,4, Saturday 14th August 2010.
Wolverhampton Wanderers,2,Stoke City,1, Saturday 14th August 2010.
Chelsea,6,West Bromwich Albion,0, Saturday 14th August 2010.
